,Unnamed: 0,track_uri,track_name,artist_name,artist_popularity,artist_followers,artist_genres,album,track_popularity,track_danceability,track_energy,track_loudness,track_tempo,track_duration_ms,is_explict_content
1208,1208,spotify:track:1NE8EEo8xpxTLAYHJbmsrY,Retaliation,22Gz,67,282233,"('brooklyn drill', 'nyc rap')",Retaliation,72,0.924,0.681,-6.94,141.982,148687,1.0
1209,1209,spotify:track:1MIGkQxcdAt2lDx6ySpsc5,SUVs (Black on Black),Jack Harlow,88,1398658,"('deep underground hip hop', 'kentucky hip hop', 'rap')",SUVs (Black on Black),79,0.801,0.688,-4.594,162.928,157675,
1210,1210,spotify:track:2gbMPBrBVj3CuNTLp2dHYs,Off The Grid,Kanye West,95,15981950,"('chicago rap', 'rap')",Donda,59,0.546,0.64,-5.582,137.728,339250,0.0
1211,1211,spotify:track:2bo0HCDcZj8BYjoht9zYgk,Time Today,Moneybagg Yo,83,2549574,"('hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap')",Time Today,4,0.909,0.617,-7.736,136.924,136939,1.0
1212,1212,spotify:track:27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,91,8535515,"('lgbtq+ hip hop', 'pop')",INDUSTRY BABY (feat. Jack Harlow),96,0.736,0.704,-7.409,149.995,212000,
1213,1213,spotify:track:4V5siYO9zHpLX5qf2F0qBV,Get Into It (Yuh),Doja Cat,95,13805634,"('dance pop', 'pop')",Planet Her,62,0.92,0.639,-6.095,91.92,138293,1.0
1214,1214,spotify:track:42Q71LGgYI4eBdebWn5m6D,Waves,Culture Jam,61,8849,"('pop rap', 'trap')",Waves,72,0.824,0.484,-5.618,77.039,146494,
1215,1215,spotify:track:37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),Drake,98,59776197,"('canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap')",Certified Lover Boy,86,0.767,0.438,-8.726,86.975,221980,
1216,1216,spotify:track:2UwALqx6yOsXTFt7zRxnts,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,89,8684782,"('brooklyn drill',)",Faith,72,0.662,0.686,-8.302,143.971,215000,
1217,1217,spotify:track:6rTInqW3YECMkQsBEHw4sd,Solid (feat. Drake),Young Stoner Life,72,68291,"('hip hop', 'rap', 'trap')",Slime Language 2,79,0.887,0.485,-9.358,125.987,215693,1.0
1218,1218,spotify:track:3X2r2CnHOJeV5YekPTgBnK,Straightenin,Migos,83,12007782,"('atl hip hop', 'pop rap', 'rap', 'trap')",Straightenin,71,0.847,0.629,-5.81,135.976,255532,1.0
1219,1219,spotify:track:3yaYgjEFkRw3PVjW9mV1TO,Over The Top (feat. Drake),Smiley,64,23674,"('canadian hip hop', 'toronto rap')",Over The Top (feat. Drake),76,0.833,0.498,-5.196,139.928,153406,1.0
1220,1220,spotify:track:43PGPuHIlVOc04jrZVh9L6,RAPSTAR,Polo G,92,6243206,"('chicago rap',)",RAPSTAR,84,0.789,0.536,-6.862,81.039,165926,1.0
1221,1221,spotify:track:6755DFiZ7CWe2WMdTGW5C1,Ski,Young Stoner Life,72,68291,"('hip hop', 'rap', 'trap')",Slime Language 2,75,0.953,0.621,-7.638,123.016,152333,1.0
1222,1222,spotify:track:21AJQhGZpujjZQXByZAXpr,REPEAT IT (with Gunna),Lil Tecca,84,4646701,"('melodic rap', 'rap')",REPEAT IT,77,0.681,0.687,-7.612,108.641,190345,
1223,1223,spotify:track:5b2CRPYt0QNA0jaCJNIIdn,Keeper (feat. A Boogie Wit da Hoodie),OHGEESY,71,112596,"('cali rap', 'trap')",GEEZYWORLD,68,0.647,0.483,-7.59,98.87,169697,1.0
1224,1224,spotify:track:2Qt8qG9SWPdtRiaWcPNJRm,Maybach (feat. Future),42 Dugg,77,509577,"('detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap')",Free Dem Boyz,71,0.735,0.446,-10.232,150.915,199093,
1225,1225,spotify:track:7wpyrkjEgz7W1vNYDxMKrF,GYALIS,Capella Grey,68,22899,"('pop rap',)",GYALIS,75,0.666,0.643,-7.01,96.375,105377,1.0
1226,1226,spotify:track:2NM0qHzx4Ohy8iXHEEgwlO,Having Our Way (feat. Drake),Migos,83,12007782,"('atl hip hop', 'pop rap', 'rap', 'trap')",Culture III,72,0.927,0.538,-3.917,125.983,278191,
1227,1227,spotify:track:5KQxun2WxwDMsV7HCN2ONK,Rich MF (feat. Polo G & Lil Durk),Trippie Redd,89,7032008,"('melodic rap', 'rap', 'trap')",Trip At Knight,42,0.756,0.698,-5.464,77.497,247714,
1228,1228,spotify:track:67G6iaOw8DZqp1z8STR89R,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,72,242980,"('escape room', 'pop', 'r&b', 'rap latina', 'trap queen')",WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],76,0.893,0.463,-5.301,81.026,229601,1.0
1229,1229,spotify:track:4ONKRd9fnjK2olJ3VTFf9G,From The Garden (feat. Lil Uzi Vert),Isaiah Rashad,74,1052050,"('hip hop', 'rap', 'tennessee hip hop', 'underground hip hop')",From the Garden (feat. Lil Uzi Vert),57,0.866,0.64,-6.195,142.04,189307,1.0
1230,1230,spotify:track:4LaGu95Ui2s4vprSQYWUAZ,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,89,8684782,"('brooklyn drill',)",Faith,73,0.716,0.67,-6.995,145.043,203586,
1231,1231,spotify:track:15qKrPi4Kg0z7g9HlwWyeb,The Jackie (with J. Cole & Lil Tjay),Bas,73,416709,"('hip hop', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop')",The Jackie (with J. Cole & Lil Tjay),74,0.784,0.474,-6.139,128.012,204434,
1232,1232,spotify:track:0RlsFYqkOzlg4ZxVQs9YJA,Lay Wit Ya (feat. Duke Deuce),Isaiah Rashad,74,1052050,"('hip hop', 'rap', 'tennessee hip hop', 'underground hip hop')",Lay Wit Ya (feat. Duke Deuce),59,0.913,0.861,-7.36,140.003,202331,1.0
1233,1233,spotify:track:7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),Pooh Shiesty,77,628535,"('memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap')",Back In Blood (feat. Lil Durk),75,0.759,0.538,-8.256,146.933,184490,1.0
1234,1234,spotify:track:4u4NyuceXP7Uzh7XFJKCr1,Hold On,Justin Bieber,98,54719564,"('canadian pop', 'pop')",Hold On,81,0.658,0.634,-5.797,139.98,170813,0.0
1235,1235,spotify:track:7igeByaBM0MgGsgXtNxDJ7,positions,Ariana Grande,96,73770093,"('dance pop', 'pop')",positions,2,0.736,0.802,-4.759,144.005,172325,0.0
1236,1236,spotify:track:5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa,94,30914075,"('dance pop', 'pop', 'uk pop')",Future Nostalgia,88,0.702,0.825,-3.787,102.977,203064,0.0
1237,1237,spotify:track:6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,89,34479606,"('pop', 'pop rock')",Beautiful Mistakes (feat. Megan Thee Stallion),36,0.713,0.676,-5.483,99.048,227395,
1238,1238,spotify:track:2MJz8BxxMsERULatmBikDH,At My Worst,Pink Sweat$,77,1137155,"('bedroom soul', 'pop')",PINK PLANET,78,0.813,0.415,-5.926,91.921,170345,0.0
1239,1239,spotify:track:37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,97,40028988,"('canadian contemporary r&b', 'canadian pop', 'pop')",Save Your Tears (Remix),91,0.65,0.825,-4.645,118.091,191014,
1240,1240,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,92,11969031,"('pop',)",drivers license,35,0.585,0.436,-8.761,143.874,242014,1.0
1241,1241,spotify:track:0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,100,47245593,"('pop',)",evermore,81,0.392,0.574,-9.195,81.112,214707,0.0
1242,1242,spotify:track:4saklk6nie3yiGePpBwUoc,Dynamite,BTS,97,43400087,"('k-pop', 'k-pop boy group')",BE,83,0.746,0.765,-4.41,114.044,199054,0.0
1243,1243,spotify:track:31qCy5ZaophVA81wtlwLc4,Anyone,Justin Bieber,98,54719564,"('canadian pop', 'pop')",Anyone,80,0.686,0.538,-8.026,115.884,190779,0.0
1244,1244,spotify:track:2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,82,8890666,"('dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop')",Speak Your Mind (Deluxe),83,0.697,0.683,-2.881,96.133,186987,0.0
1245,1245,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,96,73770093,"('dance pop', 'pop')",Positions,85,0.83,0.585,-6.476,109.978,173711,1.0
1246,1246,spotify:track:2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,89,35855178,"('canadian pop', 'dance pop', 'pop', 'viral pop')",Monster,79,0.652,0.383,-7.076,145.765,178994,
1247,1247,spotify:track:45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,83,2148264,"('alt z', 'dance pop', 'pop', 'post-teen pop')",you broke me first,87,0.667,0.373,-9.389,124.148,169266,0.0
1248,1248,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,92,11969031,"('pop',)",SOUR,90,0.442,0.612,-7.222,180.917,215507,1.0
1249,1249,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,87,18280620,"('pop',)",Fine Line,90,0.548,0.816,-4.209,95.39,174000,0.0
1250,1250,spotify:track:27tDoZsybt3KvJWTDoW9id,Heartbreak Anniversary,Giveon,84,1821843,"('pop', 'r&b')",When It's All Said And Done... Take Time,70,0.443,0.459,-8.955,87.064,198371,0.0
1251,1251,spotify:track:2bgTY4UwhfBYhGT4HUYStN,Butter,BTS,97,43400087,"('k-pop', 'k-pop boy group')","Butter (Hotter, Sweeter, Cooler)",87,0.759,0.459,-5.187,109.997,164442,0.0
1252,1252,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,79,2492772,"('contemporary country', 'country', 'pop')","10,000 Hours (with Justin Bieber)",81,0.654,0.63,-4.644,89.991,167693,
1253,1253,spotify:track:4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Marshmello,87,32801794,"('brostep', 'dance pop', 'edm', 'pop', 'progressive electro house')",Leave Before You Love Me,87,0.721,0.738,-4.77,119.976,154983,
1254,1254,spotify:track:6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,89,35855178,"('canadian pop', 'dance pop', 'pop', 'viral pop')",If I Can't Have You,76,0.692,0.809,-4.198,123.911,190800,0.0
1255,1255,spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,92,11969031,"('pop',)",SOUR,92,0.38,0.339,-7.885,100.607,229227,0.0
1256,1256,spotify:track:59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,85,10525215,"('dance pop', 'pop', 'pop rap', 'post-teen pop')",Take You Dancing,83,0.789,0.711,-4.248,112.985,190306,0.0
1257,1257,spotify:track:1sgDyuLooyvEML4oHspNza,Lose Somebody,Kygo,84,7835625,"('edm', 'pop', 'pop dance', 'tropical house')",Golden Hour,76,0.58,0.586,-6.883,147.988,199549,0.0
1258,1258,spotify:track:4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,98,54719564,"('canadian pop', 'pop')",Justice,91,0.677,0.696,-6.181,90.03,198082,
1259,1259,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,83,9037987,"('pop', 'uk pop')",Divinely Uninspired To A Hellish Extent (Extended Edition),85,0.459,0.575,-4.858,111.881,215107,0.0
1260,1260,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,86,32112036,"('dance pop', 'pop', 'post-teen pop')",Rare,83,0.488,0.343,-8.985,102.819,206459,0.0
1261,1261,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,87,18280620,"('pop',)",Fine Line,87,0.567,0.267,-6.502,110.011,240133,0.0
1262,1262,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,87,32801794,"('brostep', 'dance pop', 'edm', 'pop', 'progressive electro house')",Be Kind (with Halsey),80,0.63,0.633,-7.088,93.995,172762,
1263,1263,spotify:track:2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,89,34479606,"('pop', 'pop rock')",Memories,36,0.764,0.32,-7.209,91.019,189486,0.0
1264,1264,spotify:track:3Yyj76BeYt3QIffwKpRuKL,Arcade,Duncan Laurence,75,368720,"('dutch pop',)",Small Town Boy,66,0.453,0.35,-11.639,72.017,185147,0.0
1265,1265,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,82,4645964,"('bedroom pop', 'electropop', 'indie pop', 'pop')",Kid Krow,88,0.357,0.425,-7.301,102.078,198040,0.0
1266,1266,spotify:track:4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),Ed Sheeran,97,90067245,"('pop', 'uk pop')",Beautiful People (feat. Khalid),78,0.64,0.648,-8.113,92.977,197867,0.0
1267,1267,spotify:track:4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,100,47245593,"('pop',)",folklore,81,0.613,0.581,-8.588,130.033,239560,0.0
1268,1268,spotify:track:364dI1bYnvamSnBJ8JcNzN,Intentions,Justin Bieber,98,54719564,"('canadian pop', 'pop')",Intentions,76,0.811,0.553,-6.644,148.014,212869,0.0
1269,1269,spotify:track:3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,87,18280620,"('pop',)",Fine Line,85,0.676,0.771,-3.675,99.048,207133,0.0
1270,1270,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,94,30914075,"('dance pop', 'pop', 'uk pop')",Future Nostalgia,81,0.73,0.729,-3.434,113.011,221820,0.0
1271,1271,spotify:track:0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,96,73770093,"('dance pop', 'pop')",boyfriend,79,0.4,0.795,-3.731,190.097,186107,
1272,1272,spotify:track:7COXchtUOMd6uIT6HvmRaI,i'm so tired...,Lauv,82,4724796,"('dance pop', 'electropop', 'pop')",i'm so tired...,5,0.599,0.733,-7.058,102.211,162583,0.0
1273,1273,spotify:track:7MAibcTli4IisCtbHKrGMh,Leave The Door Open,Bruno Mars,93,36658831,"('dance pop', 'pop')",Leave The Door Open,87,0.586,0.616,-7.964,148.088,242096,0.0
1274,1274,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),JP Saxe,74,314797,"('alt z', 'canadian contemporary r&b', 'pop', 'pop rock')",If the World Was Ending (feat. Julia Michaels),82,0.464,0.473,-10.086,75.801,208687,0.0
1275,1275,spotify:track:1SNiXDwSilLujcYdvfqVpT,Call You Mine,The Chainsmokers,84,18645337,"('dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house')",World War Joy...Takeaway,0,0.591,0.702,-5.59,104.003,217653,0.0
1276,1276,spotify:track:4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Justin Bieber,98,54719564,"('canadian pop', 'pop')",Lonely (with benny blanco),80,0.631,0.239,-7.071,79.859,149297,
1277,1277,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,94,30914075,"('dance pop', 'pop', 'uk pop')",Don't Start Now,83,0.794,0.793,-4.521,123.941,183290,0.0
1278,1278,spotify:track:314ZkcV7oLWG8yWE7LABvH,Make It Right (feat. Lauv),BTS,97,43400087,"('k-pop', 'k-pop boy group')",Make It Right (feat. Lauv),70,0.584,0.685,-7.811,97.551,226321,0.0
1279,1279,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,87,16719404,"('dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop')",Without Me,81,0.752,0.488,-7.05,136.041,201661,1.0
1280,1280,spotify:track:7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,87,20454663,"('art pop', 'dance pop', 'pop')",Chromatica,78,0.672,0.855,-3.764,123.056,182200,
1281,1281,spotify:track:18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,80,1864067,"('electropop', 'pop')","summer,",81,0.795,0.178,-11.991,93.982,181613,0.0
1282,1282,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,88,20189510,"('dance pop', 'pop', 'post-teen pop')",Never Really Over,74,0.77,0.882,-4.792,99.991,223523,0.0
1283,1283,spotify:track:322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely",Lauv,82,4724796,"('dance pop', 'electropop', 'pop')","fuck, i'm lonely",3,0.806,0.558,-6.46,95.016,198973,1.0
1284,1284,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,97,90067245,"('pop', 'uk pop')",No.6 Collaborations Project,79,0.857,0.621,-6.376,97.989,204467,0.0
1285,1285,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,81,18366504,"('dance pop', 'pop', 'post-teen pop', 'uk pop')",Dusk Till Dawn (Radio Edit),81,0.258,0.437,-6.593,180.043,239000,0.0
1286,1286,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,82,8141024,"('boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop')",Youngblood (Deluxe),82,0.596,0.854,-5.114,120.274,203418,0.0
1287,1287,spotify:track:2ARqIya5NAuvFVHSN3bL0m,The Middle,Zedd,80,5642537,"('complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house')",The Middle,1,0.748,0.652,-3.02,106.914,184732,0.0
1288,1288,spotify:track:27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,The Kid LAROI,90,3105990,"('australian hip hop',)",F*CK LOVE (SAVAGE),86,0.662,0.413,-7.357,93.005,161385,1.0
1289,1289,spotify:track:1InCpEliLCkWHOBdXW7XSx,Kings & Queens,Ava Max,86,4660282,"('dance pop', 'pop')",Heaven & Hell,4,0.637,0.69,-4.057,129.857,162399,0.0
1290,1290,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,88,18391768,"('dance pop', 'pop', 'uk pop')",How Do You Sleep?,77,0.477,0.682,-4.931,110.567,202205,0.0
1291,1291,spotify:track:5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),BTS,97,43400087,"('k-pop', 'k-pop boy group')",MAP OF THE SOUL : PERSONA,79,0.645,0.862,-4.757,119.991,229773,0.0
1292,1292,spotify:track:5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),Miley Cyrus,86,16935218,"('dance pop', 'pop', 'post-teen pop')",Prisoner (feat. Dua Lipa),79,0.781,0.67,-3.912,127.99,169333,0.0
1293,1293,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Ed Sheeran,97,90067245,"('pop', 'uk pop')",I Don't Care (with Justin Bieber),81,0.798,0.675,-5.041,101.956,219947,
1294,1294,spotify:track:1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,80,4608378,"('dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky')",Symphony (feat. Zara Larsson),76,0.707,0.629,-4.581,122.863,212459,0.0
1295,1295,spotify:track:0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II",Alan Walker,85,31916266,"('electro house',)","Alone, Pt. II",79,0.67,0.668,-4.306,88.033,179053,0.0
1296,1296,spotify:track:4y3OI86AEP6PQoDE6olYhO,Sucker,Jonas Brothers,83,5859234,"('boy band', 'dance pop', 'pop', 'post-teen pop')",Sucker,4,0.842,0.734,-5.065,137.958,181040,0.0
1297,1297,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),24kGoldn,82,1499958,"('cali rap', 'pop rap')",El Dorado,89,0.701,0.716,-3.671,91.007,140533,1.0
1298,1298,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,"Sit Still, Look Pretty",Daya,75,1327453,"('alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house')","Sit Still, Look Pretty",73,0.655,0.74,-4.081,182.105,202221,0.0
1299,1299,spotify:track:0TK2YIli7K1leLovkQiNik,Señorita,Shawn Mendes,89,35855178,"('canadian pop', 'dance pop', 'pop', 'viral pop')",Señorita,83,0.759,0.54,-6.039,116.947,190960,0.0
1300,1300,spotify:track:1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,86,4660282,"('dance pop', 'pop')",Heaven & Hell,82,0.614,0.934,-3.709,116.001,174760,0.0
1301,1301,spotify:track:2rPE9A1vEgShuZxxzR2tZH,"thank u, next",Ariana Grande,96,73770093,"('dance pop', 'pop')","thank u, next",23,0.724,0.647,-5.642,106.96,207333,1.0
1302,1302,spotify:track:5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,76,1822613,"('canadian hip hop', 'pop')",YOU,82,0.732,0.463,-6.972,95.971,212607,0.0
1303,1303,spotify:track:7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,83,9037987,"('pop', 'uk pop')",Divinely Uninspired To A Hellish Extent,88,0.501,0.405,-5.679,109.891,182161,0.0
1304,1304,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,87,18280620,"('pop',)",Fine Line,84,0.448,0.838,-5.257,139.863,208907,0.0
1305,1305,spotify:track:6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,67,107758,"('bedroom pop', 'indie pop')",Put Your Records On,81,0.399,0.491,-10.778,91.066,210463,0.0
1306,1306,spotify:track:3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,100,47245593,"('pop',)",Lover,76,0.777,0.658,-5.191,110.048,190360,0.0
1307,1307,spotify:track:1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Jawsh 685,71,103638,"('nz pop',)",Savage Love (Laxed - Siren Beat),81,0.767,0.481,-8.52,150.076,171375,1.0
1308,1308,spotify:track:2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,80,3184004,"('alt z', 'dream smp', 'electropop', 'pop')",Narrated For You,85,0.652,0.557,-5.714,150.073,169354,0.0
1309,1309,spotify:track:1raaNykBg1bDnWENUiglUA,Break My Heart,Dua Lipa,94,30914075,"('dance pop', 'pop', 'uk pop')",Break My Heart,74,0.73,0.729,-3.434,113.012,221820,0.0
1310,1310,spotify:track:37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,97,40028988,"('canadian contemporary r&b', 'canadian pop', 'pop')",Save Your Tears (Remix),91,0.65,0.825,-4.645,118.091,191014,
1311,1311,spotify:track:4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,85,162667,(),abcdefu,98,0.695,0.54,-5.692,121.932,168602,1.0
1312,1312,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,Tiësto,87,6097392,"('big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house')",Don't Be Shy,90,0.77,0.787,-3.748,119.986,140500,1.0
1313,1313,spotify:track:1058fW9H3fZA6QjYCdOBad,Don't Go Yet,Camila Cabello,86,24794381,"('dance pop', 'pop', 'post-teen pop')",Don't Go Yet,87,0.666,0.796,-6.967,110.108,164842,0.0
1314,1314,spotify:track:20on25jryn53hWghthWWW3,Do It To It,ACRAZE,80,36383,(),Do It To It,95,0.854,0.806,-8.262,124.927,157890,0.0
1315,1315,spotify:track:45PF1Y3RcW5MK0jxWvhc4D,Don't Wait Up,Shakira,85,22853596,"('colombian pop', 'dance pop', 'latin', 'latin pop', 'pop')",Don't Wait Up,77,0.916,0.552,-5.051,118.981,204044,0.0
1316,1316,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,Emmy Meli,74,113355,(),I AM WOMAN,88,0.646,0.471,-9.247,170.084,232813,0.0
1317,1317,spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,Coldplay,92,33333749,"('permanent wave', 'pop')",My Universe,93,0.588,0.701,-6.39,104.988,228000,0.0
1318,1318,spotify:track:4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,85,347285,"('afro r&b',)",love nwantiti (feat. Dj Yo! & AX'EL) [Remix],93,0.579,0.596,-4.823,119.9,188369,0.0
1319,1319,spotify:track:5CSKbHjpqborGnlzagyaDo,Love Again,Dua Lipa,94,30914075,"('dance pop', 'pop', 'uk pop')",Future Nostalgia (The Moonlight Edition),79,0.659,0.667,-4.668,115.982,258004,0.0
1320,1320,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,95,13805634,"('dance pop', 'pop')",Planet Her,95,0.824,0.764,-4.175,107.998,172627,1.0
1321,1321,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,91,8430847,"('glam rock', 'mellow gold', 'piano rock')",Cold Heart (PNAU Remix),96,0.796,0.798,-6.312,116.032,202735,0.0
1322,1322,spotify:track:0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,89,35855178,"('canadian pop', 'dance pop', 'pop', 'viral pop')",Summer Of Love,84,0.776,0.808,-4.501,123.988,184104,
1323,1323,spotify:track:3V7jLMYvvg4BHi4tmDveNc,Faking Love (feat. Saweetie),Anitta,83,11014663,"('funk carioca', 'funk pop', 'pagode baiano', 'pop nacional')",Faking Love (feat. Saweetie),79,0.896,0.578,-4.773,133.01,146933,1.0
1324,1324,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,96,32524106,"('british soul', 'pop', 'pop soul', 'uk pop')",Easy On Me,98,0.604,0.366,-7.519,141.981,224695,0.0
1325,1325,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,Butter,BTS,97,43400087,"('k-pop', 'k-pop boy group')",Butter,29,0.759,0.459,-5.187,109.997,164442,0.0
1326,1326,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI,90,3105990,"('australian hip hop',)",STAY (with Justin Bieber),97,0.591,0.764,-5.484,169.928,141806,
1327,1327,spotify:track:0IqCoZ168iRc9LqfrYgpZy,KESI - Remix,Camilo,87,13031436,"('colombian pop', 'reggaeton colombiano')",KESI (Remix),82,0.871,0.815,-4.439,122.959,176575,0.0
1328,1328,spotify:track:7K5tOFxje8nlunmexOmWgo,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,84,7639278,"('dance pop', 'edm', 'electronic trap', 'pop', 'pop rap')","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",72,0.796,0.836,-2.827,100.033,225600,
1329,1329,spotify:track:1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,Black Eyed Peas,83,6318113,"('dance pop', 'pop', 'pop rap')",TRANSLATION,80,0.965,0.485,-8.784,124.025,222523,1.0
