,track_uri,track_name,artist_name,artist_popularity,artist_followers,artist_genres,album,track_popularity,track_danceability,track_energy,track_loudness,track_tempo,track_duration_ms,is_explict_content
0,spotify:track:6bQfNiqyCX7UaQSvVVGo4I,Shivers,Ed Sheeran,97,90067245,"('pop', 'uk pop')",Shivers,51,0.788,0.859,-2.724,141.02,207853,0.0
1,spotify:track:4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,85,162667,(),abcdefu,98,0.695,0.54,-5.692,121.932,168602,1.0
3,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,91,8430847,"('glam rock', 'mellow gold', 'piano rock')",Cold Heart (PNAU Remix),96,0.796,0.798,-6.312,116.032,202735,0.0
4,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,96,32524106,"('british soul', 'pop', 'pop soul', 'uk pop')",Easy On Me,98,0.604,0.366,-7.519,141.981,224695,0.0
5,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,86,2288845,"('gauze pop', 'indietronica', 'shiver pop')",Dreamland,89,0.761,0.525,-6.9,80.87,238805,0.0
6,spotify:track:27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,91,8535515,"('lgbtq+ hip hop', 'pop')",INDUSTRY BABY (feat. Jack Harlow),96,0.736,0.704,-7.409,149.995,212000,0.0
7,spotify:track:2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay,85,347285,"('afro r&b',)",CKay The First,94,0.727,0.739,-3.805,93.005,145800,1.0
8,spotify:track:20on25jryn53hWghthWWW3,Do It To It,ACRAZE,80,36383,(),Do It To It,95,0.854,0.806,-8.262,124.927,157890,0.0
9,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,95,13805634,"('dance pop', 'pop')",Planet Her,95,0.824,0.764,-4.175,107.998,172627,1.0
10,spotify:track:5dPz35akJjPqb17yeqNwqH,Ghost,Justin Bieber,98,54719564,"('canadian pop', 'pop')",Justice,85,0.604,0.741,-5.571,153.947,153190,0.0
11,spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,Coldplay,92,33333749,"('permanent wave', 'pop')",My Universe,93,0.588,0.701,-6.39,104.988,228000,0.0
12,spotify:track:1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,92,37426979,"('modern rock', 'rock')",Enemy (with JID) [from the series Arcane League of Legends],97,0.728,0.783,-4.424,77.011,173381,0.0
13,spotify:track:1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,80,721958,"('modern rock', 'pop')",Feel Something,92,0.671,0.673,-6.941,121.963,237720,0.0
14,spotify:track:5dXWFMwD7I7zXsInONVl0H,I Hate U,SZA,89,6856292,"('pop', 'r&b', 'rap')",I Hate U,91,0.535,0.388,-9.805,106.703,174000,1.0
15,spotify:track:00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),Post Malone,92,35352630,"('dfw rap', 'melodic rap', 'rap')",One Right Now,92,0.687,0.781,-4.806,97.014,193507,0.0
16,spotify:track:4iN16F8JtVxG2UTzp3avGl,Smokin Out The Window,Bruno Mars,93,36658831,"('dance pop', 'pop')",Smokin Out The Window,89,0.627,0.618,-8.529,82.03,197443,0.0
17,spotify:track:6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Ed Sheeran,97,90067245,"('pop', 'uk pop')",Bad Habits,82,0.808,0.897,-3.712,126.026,231041,0.0
18,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,96,32524106,"('british soul', 'pop', 'pop soul', 'uk pop')",30,92,0.534,0.725,-3.906,88.098,225149,0.0
19,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,91,11719944,"('latin', 'reggaeton', 'trap latino')",Pepas,95,0.762,0.766,-3.955,130.001,287120,1.0
20,spotify:track:7DF8lvLdV3htIbuTWpc7lR,Girl Of My Dreams (with SUGA of BTS),Juice WRLD,97,21478907,"('chicago rap', 'melodic rap')",Fighting Demons,88,0.603,0.771,-6.336,139.988,226149,0.0
21,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Doja Cat,95,13805634,"('dance pop', 'pop')",Planet Her,92,0.664,0.609,-6.509,130.041,210560,1.0
22,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,Emmy Meli,74,113355,(),I AM WOMAN,88,0.646,0.471,-9.247,170.084,232813,0.0
23,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,81,2308271,"('belgian edm', 'edm', 'pop', 'pop dance', 'tropical house')",Where Are You Now,92,0.671,0.636,-8.117,120.966,148197,0.0
24,spotify:track:18asYwWugKjjsihZ0YvRxO,The Motto,Tiësto,87,6097392,"('big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house')",The Motto,89,0.754,0.763,-4.627,117.953,164819,0.0
25,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,91,8535515,"('lgbtq+ hip hop', 'pop')",MONTERO,93,0.737,0.846,-4.51,87.981,143901,1.0
26,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,Super Gremlin,Kodak Black,85,7609999,"('florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap')",Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,87,0.825,0.414,-6.634,72.993,200548,1.0
27,spotify:track:60wMNCIWYZwbOywZXgfQ9P,Tears In The Club (feat. The Weeknd),FKA twigs,72,933957,"('afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'escape room', 'experimental r&b', 'pop', 'trip hop')",Tears In The Club (feat. The Weeknd),78,0.617,0.696,-6.257,167.948,196760,1.0
28,spotify:track:32BeYxKPrig1LefHsC0Xuo,Happier Than Ever - Edit,Billie Eilish,93,54571277,"('art pop', 'electropop', 'pop')",Happier Than Ever (Edit),87,0.334,0.599,-5.742,161.74,151444,1.0
29,spotify:track:0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,81,1731282,"('alternative hip hop',)","Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",91,0.7,0.49,-5.187,79.982,161803,0.0
30,spotify:track:07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY,78,114074,"('modern alternative pop',)",THE ANXIETY,91,0.773,0.47,-7.93,94.995,162680,1.0
31,spotify:track:6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,76,106136,"('scandipop', 'tropical house')",Better Days (NEIKED x Mae Muller x Polo G),90,0.717,0.671,-5.077,110.054,160657,0.0
32,spotify:track:7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,83,1865436,"('k-pop',)",LALISA,90,0.831,0.554,-9.998,140.026,168228,0.0
33,spotify:track:748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),Doja Cat,95,13805634,"('dance pop', 'pop')",Kiss Me More (feat. SZA),90,0.762,0.701,-3.541,110.968,208867,1.0
34,spotify:track:5J6rTmMjF9DVIAF8G3M9n4,Wandered To LA (with Justin Bieber),Juice WRLD,97,21478907,"('chicago rap', 'melodic rap')",Wandered To LA (with Justin Bieber),85,0.687,0.645,-4.761,135.083,189728,0.0
36,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,Acapulco,Jason Derulo,85,10525215,"('dance pop', 'pop', 'pop rap', 'post-teen pop')",Acapulco,88,0.774,0.792,-4.021,122.062,139672,0.0
37,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,89,35855178,"('canadian pop', 'dance pop', 'pop', 'viral pop')",It'll Be Okay,87,0.398,0.286,-11.881,78.262,222800,0.0
38,spotify:track:6PERP62TejQjgHu81OHxgM,good 4 u,Olivia Rodrigo,92,11969031,"('pop',)",good 4 u,37,0.556,0.661,-5.052,168.56,178148,1.0
39,spotify:track:3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,86,5043106,"('indie rock italiano', 'italian pop')",Chosen,94,0.714,0.8,-4.808,134.002,211560,0.0
40,spotify:track:6w8ZPYdnGajyfPddTWdthN,Can I Get It,Adele,96,32524106,"('british soul', 'pop', 'pop soul', 'uk pop')",30,88,0.703,0.68,-6.118,97.985,210384,0.0
41,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),Lil Nas X,91,8535515,"('lgbtq+ hip hop', 'pop')",MONTERO (Call Me By Your Name),12,0.61,0.508,-6.682,178.818,137876,1.0
42,spotify:track:2lUDBd7JrgAMltcp6dcd7D,25 million,Roddy Ricch,87,7295017,"('melodic rap', 'rap', 'trap')",LIVE LIFE FAST,79,0.793,0.481,-9.258,132.202,204626,1.0
43,spotify:track:15HMh4yxdf4wyxSZSlOgGZ,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,77,95172,"('afro r&b', 'ghanaian alternative', 'ghanaian pop')",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),84,0.859,0.525,-8.051,110.066,204764,0.0
44,spotify:track:2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,82,493668,(),Toxic,92,0.594,0.612,-6.627,179.629,168020,0.0
45,spotify:track:5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,100,47245593,"('pop',)",Red (Taylor's Version),94,0.631,0.518,-8.771,93.023,613027,1.0
46,spotify:track:135Lf4Q0CzlMNfOxbEUsLH,GHOST TOWN,Benson Boone,72,86809,(),GHOST TOWN,87,0.391,0.335,-10.064,174.185,193733,0.0
47,spotify:track:2EBnvom1dTybtm75a3Xh1T,feel like shit,Tate McRae,83,2148264,"('alt z', 'dance pop', 'pop', 'post-teen pop')",feel like shit,85,0.508,0.378,-7.158,144.962,204315,1.0
48,spotify:track:08SB2OtZkaliju77WYEKxk,No Love (with SZA),Summer Walker,85,3011890,"('pop', 'r&b')",Still Over It,84,0.707,0.618,-5.825,133.876,231498,0.0
49,spotify:track:3QPBocWfIcOCdFFvmqn60F,Just Look Up (From Don’t Look Up),Ariana Grande,96,73770093,"('dance pop', 'pop')",Just Look Up (From Don’t Look Up),81,0.566,0.581,-5.181,130.043,201668,1.0
50,spotify:track:57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,89,38773350,"('classic rock', 'glam rock', 'rock')",The Game (Deluxe Remastered Version),74,0.933,0.528,-6.472,109.975,214653,0.0
51,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,84,21774222,"('australian rock', 'hard rock', 'rock')",Highway to Hell,85,0.574,0.913,-4.793,115.728,208400,0.0
52,spotify:track:3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,82,22965678,"('glam metal', 'hard rock', 'rock')",Appetite For Destruction,79,0.273,0.952,-8.762,100.271,405640,1.0
53,spotify:track:39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,73,2238087,"('classic rock', 'permanent wave', 'punk', 'rock')",Combat Rock (Remastered),80,0.743,0.836,-6.465,113.375,188987,0.0
56,spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,79,11393827,"('album rock', 'classic rock', 'hard rock', 'rock')",Aerosmith,80,0.307,0.433,-10.057,160.9,266960,0.0
57,spotify:track:0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,Bon Jovi,81,10224400,"('glam metal', 'rock')",Slippery When Wet,0,0.534,0.887,-3.777,122.494,249293,0.0
58,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,81,6664822,"('alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock')",Pablo Honey,85,0.515,0.43,-9.935,91.844,238640,1.0
59,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,76,4005592,"('album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock')",Escape,82,0.5,0.748,-9.072,118.852,250987,0.0
60,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,83,7613518,"('album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock')",Rumours (Super Deluxe),85,0.828,0.492,-9.744,120.151,257800,0.0
61,spotify:track:3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,75,2585845,"('alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock')",Elephant,85,0.743,0.446,-7.807,123.596,232107,0.0
62,spotify:track:1Ly0ssAgeM7YqdHptao8Oe,Paranoid,Black Sabbath,75,5836777,"('album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal')",Greatest Hits,0,0.426,0.619,-11.501,162.721,168440,0.0
63,spotify:track:70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,72,3364938,"('album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock')",Tres Hombres (Expanded 2006 Remaster),77,0.545,0.64,-9.937,80.544,230480,0.0
64,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,85,17268898,"('alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock')",Blood Sugar Sex Magik (Deluxe Edition),82,0.559,0.345,-13.496,84.581,264307,0.0
65,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,84,21774222,"('australian rock', 'hard rock', 'rock')",Back In Black,85,0.31,0.7,-5.678,188.386,255493,0.0
66,spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,81,7506387,"('album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock')",Hotel California (2013 Remaster),84,0.579,0.508,-9.484,147.125,391376,0.0
67,spotify:track:4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,75,3789540,"('album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock')",Second Helping,1,0.597,0.605,-12.013,97.782,281147,1.0
68,spotify:track:2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,80,4759240,"('album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock')",Pendulum (40th Anniversary Edition),80,0.741,0.697,-7.028,116.109,160133,0.0
69,spotify:track:4P5KoWXOxwuobLmHXLMobV,Come As You Are,Nirvana,84,14283104,"('alternative rock', 'grunge', 'permanent wave', 'rock')",Nevermind (Remastered),76,0.5,0.824,-5.846,120.125,218920,0.0
70,spotify:track:63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,65,1194879,"('acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock')",Steppenwolf,74,0.438,0.71,-12.412,145.928,210373,0.0
71,spotify:track:3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin,81,11616736,"('album rock', 'classic rock', 'hard rock', 'rock')",Led Zeppelin IV (Deluxe Edition),75,0.437,0.864,-7.842,81.394,295387,0.0
72,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,Every Breath You Take - Remastered 2003,The Police,78,4631037,"('album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock')",Synchronicity,1,0.813,0.46,-9.78,117.387,253887,0.0
73,spotify:track:5BIMPccDwShpXq784RJlJp,Enter Sandman,Metallica,84,19928691,"('hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal')",Metallica,50,0.579,0.824,-8.71,123.331,331573,0.0
74,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,82,11178788,"('british invasion', 'classic rock', 'rock')",Out Of Our Heads,78,0.723,0.863,-7.89,136.302,222813,0.0
75,spotify:track:2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,89,21503967,"('beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock')",Abbey Road (Remastered),79,0.533,0.376,-11.913,165.007,259947,0.0
76,spotify:track:4aVuWgvD0X63hcOCnZtNFA,Hold the Line,TOTO,75,2118797,"('album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock')",Toto,79,0.473,0.898,-4.797,96.556,235547,0.0
77,spotify:track:61Q9oJNd9hJQFhSDh6Qlap,House Of The Rising Sun,The Animals,68,1921269,"('album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock')",The Best Of The Animals,63,0.315,0.534,-7.552,116.891,269720,0.0
78,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,78,5343490,"('album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock')",Dire Straits,67,0.73,0.868,-7.325,148.217,350400,0.0
79,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered,Oasis,80,6901768,"('beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock')",(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],6,0.372,0.865,-4.918,174.53,258733,0.0
80,spotify:track:5Th6EdNVhxp0TPX41ZLZk6,One Way Or Another - Remastered,Blondie,72,1039545,"('candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock')",One Way Or Another,57,0.45,0.877,-6.403,162.477,212707,0.0
81,spotify:track:11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,84,14283104,"('alternative rock', 'grunge', 'permanent wave', 'rock')",In Utero - 20th Anniversary - Deluxe Edition,79,0.256,0.641,-10.283,203.006,281160,0.0
82,spotify:track:7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,72,2079385,"('album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock')",Tom Petty & The Heartbreakers,74,0.55,0.824,-5.988,114.512,214733,0.0
83,spotify:track:5LNiqEqpDc8TuqPy79kDBu,Edge of Seventeen - 2016 Remaster,Stevie Nicks,69,875117,"('album rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock')",Bella Donna (Deluxe Edition),63,0.591,0.804,-7.299,111.457,329413,0.0
84,spotify:track:6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,83,12878636,"('permanent wave', 'punk')",Dookie,81,0.442,0.943,-3.205,85.064,181533,0.0
85,spotify:track:0RO9W1xJoUEpq5MEelddFb,Stairway to Heaven - Remaster,Led Zeppelin,81,11616736,"('album rock', 'classic rock', 'hard rock', 'rock')",Led Zeppelin IV (Remaster),65,0.338,0.34,-12.049,82.433,482830,0.0
86,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,89,38773350,"('classic rock', 'glam rock', 'rock')",A Night At The Opera (2011 Remaster),0,0.414,0.404,-9.928,71.105,354320,0.0
87,spotify:track:6ADSaE87h8Y3lccZlBJdXH,With Or Without You - Remastered,U2,81,9183249,"('irish rock', 'permanent wave', 'rock')",The Joshua Tree (Super Deluxe),81,0.54,0.429,-11.822,110.171,295516,0.0
88,spotify:track:7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,Mötley Crüe,74,3655929,"('glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock')",Dr. Feelgood,78,0.359,0.981,-3.622,178.98,282653,0.0
89,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,82,4536680,"('classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter')",Born In The U.S.A.,76,0.398,0.952,-6.042,122.093,278680,0.0
90,spotify:track:2IZZqH4K02UIYg5EohpNHF,Zombie,The Cranberries,76,2701774,"('irish rock', 'pop rock', 'rock')",No Need To Argue,15,0.307,0.635,-8.957,166.973,306427,0.0
91,spotify:track:32kgOw8wejH7zUhtXCM8DH,More Than a Feeling,Boston,69,2003773,"('album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock')",Boston,0,0.377,0.682,-8.039,108.736,285133,0.0
92,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,74,5363352,"('acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock')",Electric Ladyland,77,0.438,0.805,-6.237,113.253,240800,0.0
93,spotify:track:57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,84,21774222,"('australian rock', 'hard rock', 'rock')",The Razors Edge,84,0.502,0.89,-5.175,133.52,292880,0.0
94,spotify:track:66lOpKgTyFjOrac4S1s94g,Rebel Rebel - 1999 Remaster,David Bowie,81,7590190,"('art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock')",Diamond Dogs (30th Anniversary),0,0.676,0.92,-7.96,126.341,269360,0.0
95,spotify:track:57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,The Verve,70,1771101,"('alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'shoegaze')",Urban Hymns (Remastered 2016),81,0.356,0.917,-6.006,171.176,357267,0.0
96,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,Billy Idol,72,1332162,"('album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop')",Billy Idol,72,0.673,0.814,-5.411,147.193,252200,0.0
97,spotify:track:3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),Simple Minds,70,1437200,"('art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop')",Once Upon A Time (Super Deluxe),75,0.66,0.816,-6.61,111.346,263040,0.0
98,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,81,6325131,"('alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock')",Hot Fuss,77,0.356,0.924,-3.74,148.017,222587,0.0
99,spotify:track:7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,82,22965678,"('glam metal', 'hard rock', 'rock')",Appetite For Destruction,82,0.454,0.91,-7.766,125.116,354520,1.0
100,spotify:track:3SUusuA9jH1v6PVwtYMbdv,Last Nite,The Strokes,79,4106513,"('alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock')",Is This It,67,0.624,0.899,-5.709,104.061,193373,0.0
101,spotify:track:5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,84,14283104,"('alternative rock', 'grunge', 'permanent wave', 'rock')",Nevermind (Remastered),79,0.502,0.912,-4.556,116.761,301920,0.0
103,spotify:track:2aSFLiDPreOVP6KHiWk4lF,Under Pressure - Remastered 2011,Queen,89,38773350,"('classic rock', 'glam rock', 'rock')",Greatest Hits II,59,0.663,0.712,-7.268,113.439,236520,0.0
104,spotify:track:1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,78,7212220,"('grunge', 'permanent wave', 'rock')",Ten,77,0.284,0.875,-6.069,75.009,340907,0.0
105,spotify:track:2fICdpdRotwfmGYzvs8Ngf,Rock You Like a Hurricane - 2015 - Remaster,Scorpions,76,5174856,"('album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock')",Love At First Sting (Deluxe Edition),68,0.402,0.873,-3.209,125.443,253667,0.0
106,spotify:track:1RJeiAIwR9pZBgJA8ndZLL,"Paint It, Black - Mono",The Rolling Stones,82,11178788,"('british invasion', 'classic rock', 'rock')",The Rolling Stones In Mono (Remastered 2016),66,0.505,0.836,-7.384,159.669,204480,0.0
107,spotify:track:2X6gdRlGOQgfaXU9ALUQFQ,The Chain,Fleetwood Mac,83,7613518,"('album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock')",Rumours,0,0.546,0.529,-13.6,151.727,271000,0.0
108,spotify:track:3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,Stealers Wheel,64,113104,"('classic rock', 'folk rock', 'soft rock')",Stealers Wheel,76,0.82,0.575,-9.144,123.765,208947,0.0
109,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,71,2359533,"('alternative rock', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock')",Blur (Special Edition),78,0.674,0.789,-6.903,129.804,121160,0.0
110,spotify:track:3mcG2NI5G5vhrQtRda1YnA,The Middle,Jimmy Eat World,71,1243055,"('alternative rock', 'emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock')",Bleed American (Deluxe Edition),1,0.629,0.897,-3.401,161.944,168253,0.0
111,spotify:track:5e6x5YRnMJIKvYpZxLqdpH,Fortunate Son,Creedence Clearwater Revival,80,4759240,"('album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock')",The Long Road Home - The Ultimate John Fogerty / Creedence Collection,0,0.636,0.746,-3.785,132.31,138053,0.0
112,spotify:track:54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,69,1269616,"('album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock')",America,77,0.654,0.506,-17.18,123.179,252240,0.0
113,spotify:track:3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,64,526867,"('album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock')",Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),0,0.404,0.903,-3.88,115.672,423840,0.0
114,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,80,9395196,"('alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock')",The Colour And The Shape,80,0.413,0.881,-5.541,158.066,250547,0.0
115,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,Louie Louie,The Kingsmen,53,32509,"('classic garage rock',)",The Best of The Kingsmen,68,0.623,0.709,-9.818,122.394,165381,0.0
116,spotify:track:3PGAgwFWnFCisvjb3rLyuh,Piece Of My Heart,Janis Joplin,67,2700985,"('blues rock', 'classic rock', 'psychedelic rock', 'rock')",Introducing the Dwights,57,0.482,0.883,-3.348,80.687,253805,0.0
117,spotify:track:05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,The Black Crowes,65,584394,"('album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'southern rock')",Shake Your Money Maker,73,0.599,0.79,-3.58,103.783,188067,0.0
118,spotify:track:4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,82,16058912,"('album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock')",The Wall,77,0.693,0.394,-15.882,104.114,238747,0.0
