,track_uri,track_name,artist_name,artist_popularity,artist_followers,artist_genres,album,track_popularity,track_danceability,track_energy,track_loudness,track_tempo,track_duration_ms,is_explict_content
1541,spotify:track:0KkrT0y1iht0tqgh9vrGd3,Just Don't Give A Fuck,Eminem,94,50705376,"('detroit hip hop', 'hip hop', 'rap')",The Slim Shady LP,0,0.552,0.932,-1.818,85.567,242573,1.0
1542,spotify:track:1RjU7UhRICmdFPKxCucLgq,Hell on Earth (Front Lines),Mobb Deep,70,1478029,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",Hell On Earth,67,0.875,0.658,-3.641,92.038,274093,0.0
1543,spotify:track:0hKr166QnNZ0a37G4UO0VY,Nappy Heads - Remix,Fugees,69,1035840,"('east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap')",Blunted On Reality,58,0.77,0.455,-16.027,97.099,322067,0.0
1544,spotify:track:3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,A Tribe Called Quest,70,1589286,"('alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap')",People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),71,0.848,0.666,-6.547,96.662,251573,0.0
1545,spotify:track:3lGBvPUgO7MJltUnBlOpe9,Mass Appeal,Gang Starr,65,732230,"('alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap')",Hard To Earn,62,0.808,0.726,-8.435,96.12,221027,1.0
1547,spotify:track:6tDxrq4FxEL2q15y37tXT9,Dear Mama,2Pac,82,11788045,"('g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap')",Me Against The World,72,0.773,0.54,-7.123,84.115,280000,1.0
1548,spotify:track:5oqSr3rehtGgZyDh0LCSA7,Gotta Get Mine,MC Breed,47,111392,"('flint hip hop', 'gangster rap')",The New Breed,57,0.855,0.52,-12.07,92.451,264760,1.0
1549,spotify:track:6aFn4ITLUanXywMFPWK6XH,SRT,SpotemGottem,67,234380,"('florida rap', 'viral rap')",SRT,54,0.702,0.551,-10.062,140.042,150885,0.0
1550,spotify:track:1YmyHCxLKjLBBNQU51yQOh,No Drama,Bankrol Hayden,72,423565,"('melodic rap',)",No Drama,68,0.94,0.661,-6.009,108.0,196734,1.0
1551,spotify:track:0KUwCOylcgcDfSyuYNEe3a,Is Ya Ready,Kay Flock,71,77179,"('new york drill',)",The D.O.A. Tape,65,0.893,0.799,-9.438,143.839,124514,1.0
1552,spotify:track:1oPdIqXhjswpTnA5PPQs0K,Dear God (feat. Kevin Gates),FL Dusa,60,2048,(),Dear God (feat. Kevin Gates),74,0.673,0.748,-6.1,139.667,181714,1.0
1553,spotify:track:7oAN2D1k9Qz8qh2JaNcZrj,NO TRENDS,Mike Dimes,67,48560,(),NO TRENDS,75,0.73,0.707,-4.889,139.941,151300,1.0
1555,spotify:track:0fiHDOKTOFnAPekgXYGErK,Being Honest,Kay Flock,71,77179,"('new york drill',)",Being Honest,66,0.715,0.756,-6.164,139.991,153964,0.0
1557,spotify:track:5phjnA00QqNdF7oo8a6yu0,"ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)",DUSTY LOCANE,71,243854,"('new york drill',)","ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)",75,0.858,0.625,-4.666,130.05,121837,1.0
1558,spotify:track:7MIPuDvIfH3A5Bo67efpb8,Got A Lil Older (with Hurricane Wisdom),SpotemGottem,67,234380,"('florida rap', 'viral rap')",Back From The Dead,40,0.491,0.463,-7.767,120.305,248674,0.0
1559,spotify:track:2v2j25recIr66jLFS1ELuQ,Wickman,Nardo Wick,74,92619,"('florida rap', 'rap', 'trap')",Who is Nardo Wick?,64,0.765,0.532,-9.647,129.985,134120,1.0
1560,spotify:track:2UZFCz8BnVv2O3sobXNJO2,Best Of Me (feat. Rick Ross),LPB Poody,60,86094,"('florida rap',)",I'm The One,55,0.759,0.692,-4.841,91.017,162356,0.0
1561,spotify:track:3HKBz579v0gkyUkANPsNFT,I Really (feat. 42 Dugg & Moneybagg Yo),Hotboii,69,205565,"('florida rap', 'pop rap', 'trap')",Life Of A Hotboii,62,0.696,0.592,-7.281,174.876,191927,0.0
1562,spotify:track:3JjO7Qtxgt8kzUM2sA7eZ4,My Everything (Part II) (feat. A Boogie Wit da Hoodie),B-Lovee,64,38797,"('new york drill',)",My Everything (Part II) (feat. A Boogie Wit da Hoodie),59,0.464,0.442,-7.848,154.718,153051,1.0
1563,spotify:track:6zeeyIMUCqg8o3yFholZJ8,Deep Fried,SpotemGottem,67,234380,"('florida rap', 'viral rap')",Back From The Dead,39,0.686,0.599,-7.575,77.569,114581,0.0
1564,spotify:track:4p9iGjTGqgTNks4La7tujc,Shine,Quando Rondo,67,1699111,"('melodic rap', 'pop rap', 'trap')",Shine,52,0.664,0.637,-8.272,80.9,190747,0.0
1565,spotify:track:30An28ovHzHONcqysPKIIs,Ain't My Fault (feat. 42 Dugg),Doe Boy,59,142481,"('atl hip hop', 'atl trap', 'ohio hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap')",Ain't My Fault (feat. 42 Dugg),58,0.654,0.786,-4.802,155.953,210009,0.0
1567,spotify:track:3W4YwvwzqDqcnUrfF2sDfO,Jump Out (feat. Hotboy Wes),Trapboy Freddy,52,65438,"('dfw rap', 'houston rap', 'trap')",Jump Out (feat. Hotboy Wes),54,0.874,0.632,-6.384,150.975,178013,1.0
1568,spotify:track:6zKn5ATZWR6XUeK53UoOKC,Lamborghini Geeski,EST Gee,73,122237,"('kentucky hip hop', 'rap', 'southern hip hop', 'trap')",Lamborghini Geeski,58,0.726,0.541,-6.164,155.083,171349,1.0
1569,spotify:track:2LvbYwfsRvGYnRytG573iW,Luigi (feat. Chief Keef),2KBABY,64,280714,"('kentucky hip hop', 'pop rap', 'trap')",Luigi (feat. Chief Keef),60,0.708,0.459,-10.627,73.97,201363,1.0
1570,spotify:track:3kCLRQ1HwXVj0sZA0G7MnG,FINDERS KEEPERS (feat. Scorey & Internet Money),Dro Kenji,65,54089,"('sad rap',)",FINDERS KEEPERS (feat. Scorey & Internet Money),68,0.798,0.492,-9.904,91.991,127826,0.0
1573,spotify:track:1qlh1WxuWilyIWRwdsKMuJ,Me or Sum (feat. Future & Lil Baby),Nardo Wick,74,92619,"('florida rap', 'rap', 'trap')",Me or Sum (feat. Future & Lil Baby),74,0.532,0.572,-6.794,160.517,225664,1.0
1574,spotify:track:0Cj4WjZVyrLeSJwOsJ80bB,Wocky My Lover,Mak Sauce,47,19410,"('atl trap', 'viral rap')",Wocky My Lover,56,0.702,0.487,-8.128,150.425,159312,1.0
1575,spotify:track:4ui1Pja7YshNBdalTg6Swp,Misery Loves Company,EST Gee,73,122237,"('kentucky hip hop', 'rap', 'southern hip hop', 'trap')",Bigger Than Life Or Death Part 2,59,0.631,0.65,-9.22,141.016,103777,0.0
1578,spotify:track:1rmnTmLl06RQLJmEpe36ve,WHAT YOU NEED,DUSTY LOCANE,71,243854,"('new york drill',)",UNTAMED,61,0.589,0.675,-3.111,111.889,175489,1.0
1579,spotify:track:2GDdasGKNUvjF0qZwzNrPv,WISS,Mike Dimes,67,48560,(),WISS,70,0.695,0.75,-5.96,115.045,159130,1.0
1580,spotify:track:5m6nfyWGLMBFRVKWE5www0,Never Say Never,Hotboii,69,205565,"('florida rap', 'pop rap', 'trap')",Never Say Never,55,0.535,0.805,-5.334,179.759,140000,0.0
1581,spotify:track:5qF7knZoOT4pPq6A7xlOSw,CAUTIOUS,Cochise,76,271976,"('plugg', 'viral rap')",CAUTIOUS,65,0.77,0.572,-6.024,161.876,145122,1.0
1582,spotify:track:7hN02og1TARl5EER4wURPb,Get Back,Fredo Bang,66,489210,"('baton rouge rap', 'pop rap', 'southern hip hop', 'trap')",Get Back,59,0.707,0.749,-4.465,174.919,109852,0.0
1583,spotify:track:5tSEc1zFTKe8gBpeOi600K,Settle (feat. Seddy Hendrinx),2FeetBino,50,8225,"('atl hip hop',)",Settle (feat. Seddy Hendrinx),47,0.483,0.437,-12.353,170.634,182880,1.0
1584,spotify:track:2CXNjqL7ewOt2bo5VCd1Lj,BACKROOM,Mike Dimes,67,48560,(),BACKROOM,73,0.814,0.666,-4.131,141.08,155745,1.0
1585,spotify:track:3i9k5M8xkZZ7LFAeMZBT4m,Never Leave Her (feat. Jacquees),Toosii,69,486990,"('north carolina hip hop', 'pop r&b', 'pop rap')",Pretty Girls Love Toosii,62,0.696,0.459,-6.309,104.387,174483,0.0
1586,spotify:track:4W4lWW8HQITbAe96R0APIh,Counter,Shordie Shordie,64,147869,"('baltimore hip hop', 'cali rap', 'pop rap', 'vapor trap')",Counter,59,0.708,0.617,-6.648,104.792,146840,0.0
1587,spotify:track:2AhAhd9BiyydtKq2hMdb7Q,Greed (feat. Lil Yachty),LUCKI,68,150048,"('plugg', 'underground hip hop', 'vapor trap')",Greed (feat. Lil Yachty),63,0.873,0.265,-9.377,119.93,96133,0.0
1589,spotify:track:4BKN3EPTN0HVte4s59dj68,Feeling Down (feat. NoCap),No Savage,50,16072,"('dmv rap',)",Life of a Savage 2,52,0.868,0.696,-6.549,149.991,194000,1.0
1591,spotify:track:5Xks4meWbkd8vjWsxqYeNF,Doctor (feat. Lil Tjay),Hotboii,69,205565,"('florida rap', 'pop rap', 'trap')",Doctor (feat. Lil Tjay),60,0.805,0.692,-7.353,102.141,167059,0.0
1592,spotify:track:0r4a2v0RdpnOUc6Rjy9Zsb,Murda,J.I the Prince of N.Y,69,644079,"('nyc rap', 'pop r&b', 'pop rap')",Murda,59,0.642,0.648,-9.991,89.525,161024,1.0
1595,spotify:track:5ceKUw0jDVGxsdCIuOn5Hs,Offset,Hotboii,69,205565,"('florida rap', 'pop rap', 'trap')",Offset,56,0.61,0.582,-5.713,88.481,160894,0.0
1596,spotify:track:1NE8EEo8xpxTLAYHJbmsrY,Retaliation,22Gz,67,282233,"('brooklyn drill', 'nyc rap')",Retaliation,72,0.924,0.681,-6.94,141.982,148687,1.0
1597,spotify:track:2LNiTlYDSFntPkU3qvUc6Y,No Option,Flipp Dinero,66,996299,"('melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap')",Table For One,63,0.819,0.569,-8.91,112.976,229414,0.0
1598,spotify:track:44T0AhTa6pkc4mEqUGta1s,I'm The One,LPB Poody,60,86094,"('florida rap',)",I'm The One,50,0.832,0.651,-7.699,103.008,168272,1.0
1599,spotify:track:02rdXe0KhMe8p6ZHzYtuw0,lost souls (with Brent Faiyaz),Baby Keem,83,624547,"('hip hop', 'rap')",The Melodic Blue,83,0.649,0.347,-7.67,169.994,269728,0.0
1600,spotify:track:2659CRCrqaXCaYBMtKrdYi,One Way!,Autumn!,68,117899,"('glitchcore', 'plugg', 'vapor trap')",One Way!,73,0.524,0.306,-12.153,138.34,166957,1.0
1602,spotify:track:4yNoUQkYf1QF8iYlEzNynH,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,74,92619,"('florida rap', 'rap', 'trap')","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",83,0.739,0.74,-5.86,75.575,279853,1.0
1603,spotify:track:3q6ko6Otby0KfQVHhaKisM,Stick Baby,Lil Gnar,63,427869,"('atl hip hop', 'dark trap', 'melodic rap', 'trap', 'underground hip hop', 'vapor trap')",Stick Baby,54,0.923,0.489,-9.855,91.996,120059,0.0
1605,spotify:track:4MI8cQXM78e5DbgErePSL2,I'm Hot (feat. Chi Chi & Nick Papz),BRS Kash,57,28151,(),I'm Hot (feat. Chi Chi & Nick Papz),50,0.847,0.505,-8.015,130.026,133224,0.0
1609,spotify:track:3hJmvCJQE7crXKhxGVPT3E,Spend It,BRS Kash,57,28151,(),Spend It,57,0.811,0.662,-6.448,141.99,189757,0.0
1610,spotify:track:0myEYpzyBetSo4tgKs7oUx,Never Fail (with Benny The Butcher),Morray,70,151109,"('pop rap',)",Never Fail (with Benny The Butcher),61,0.605,0.648,-7.539,158.189,200800,0.0
1612,spotify:track:3RoCi49XvcidDK7OqGw7fb,Come Through (feat. Lil Tecca),Bankrol Hayden,72,423565,"('melodic rap',)",Come Through (feat. Lil Tecca),76,0.872,0.623,-3.94,104.07,112614,1.0
1613,spotify:track:4QpNg4wDBtdevpOZFKYabg,"MMM MMM (The Remix) [feat. ATL Jacob, Latto & Moneybagg Yo]",Kali,58,40176,"('viral rap',)","MMM MMM (The Remix) [feat. ATL Jacob, Latto & Moneybagg Yo]",56,0.783,0.463,-7.034,172.87,208916,1.0
1614,spotify:track:5bBzkJE9BqYTL27webAUCw,Rocc Climbing (feat. Lil Yachty),Remble,69,102550,(),Rocc Climbing (feat. Lil Yachty),77,0.832,0.656,-7.492,100.032,175878,1.0
1615,spotify:track:143oP1kVjNcaQ9WTraAR9E,Ok Cool (Remix) (feat. Gunna),CEO Trayle,58,13554,"('vapor trap',)",Ok Cool (Remix) (feat. Gunna),62,0.499,0.391,-11.109,75.27,182465,1.0
1618,spotify:track:2jDNxarXYJ33wnVNWpinL7,Champagne Fights,BBY KODIE,54,15409,"('underground hip hop', 'vapor trap')",Emotions Running High,48,0.844,0.672,-7.129,121.064,148376,1.0
1622,spotify:track:3ErjMuP1DQSb5t7Cgw2skD,Can't Contain (feat. Young Nudy),2FeetBino,50,8225,"('atl hip hop',)",Can't Contain (feat. Young Nudy),55,0.902,0.256,-11.501,150.061,252000,1.0
1624,spotify:track:18EsiBygSie4CIRBSZs1eG,BeBe (feat. LC Levi),Thouxanbanfauni,65,168684,"('atl hip hop', 'melodic rap', 'plugg', 'underground hip hop', 'vapor trap')",BeBe (feat. LC Levi),48,0.717,0.672,-7.513,160.074,120035,1.0
1625,spotify:track:5b2CRPYt0QNA0jaCJNIIdn,Keeper (feat. A Boogie Wit da Hoodie),OHGEESY,71,112596,"('cali rap', 'trap')",GEEZYWORLD,68,0.647,0.483,-7.59,98.87,169697,1.0
1626,spotify:track:4jlpT1ZTTOcrwAyjJAND2e,Growing Up Gangsta,Eli Fross,59,52609,"('brooklyn drill',)",Growing Up Gangsta,56,0.832,0.645,-3.895,95.058,181899,1.0
1627,spotify:track:5iGjfiQQIWPRhIu0OgBhSc,Margiela Man,UnoTheActivist,64,287546,"('melodic rap', 'plugg', 'rap', 'trap', 'underground hip hop', 'vapor trap')",Unoverse 3,51,0.558,0.614,-8.261,77.732,173900,1.0
1628,spotify:track:2UagseAW7ztpQdFtrvLlzW,Real Real (feat. Kent Jamz),Nana,43,14301,(),Real Real (feat. Kent Jamz),47,0.436,0.642,-7.647,80.163,285547,1.0
1629,spotify:track:5DA10wRfycixAJMmi1aKqt,"Cool, Calm & Collected (feat. Swae Lee)",Pressa,61,101990,"('canadian hip hop', 'melodic rap', 'rap montrealais', 'toronto rap', 'trap')",Gardner Express (Deluxe),55,0.847,0.609,-6.436,154.002,162003,0.0
1630,spotify:track:0vrXDWOGjpjRvMNRujfM1n,Drum Dummy,Sheff G,76,555561,"('brooklyn drill', 'new york drill', 'nyc rap')",Drum Dummy,65,0.658,0.434,-8.175,165.932,138768,1.0
1633,spotify:track:7EIOxjEUOz4PErfcJGWFRo,Judy,Soldier Kidd,61,104485,"('florida rap', 'pop rap')",Judy,48,0.925,0.481,-8.667,137.949,111304,0.0
1634,spotify:track:4PnR4x0pn4Wc6NBMKAyx8O,Bad Situations,Morray,70,151109,"('pop rap',)",Bad Situations,64,0.747,0.559,-9.292,93.886,176187,0.0
1635,spotify:track:0tgFHDNf2ZNeY1J90oGbUW,fafo,Zack Fox,60,95326,"('hip hop', 'social media pop', 'underground hip hop')",shut the fuck up talking to me,63,0.948,0.786,-8.44,138.108,158467,1.0
1637,spotify:track:4FbpJVIQvKCPdFNcscKZyH,Rags 2 Riches,YSN Fab,55,26048,"('canadian hip hop', 'sad rap', 'winnipeg hip hop')",Rags 2 Riches,53,0.772,0.571,-5.883,147.933,143623,1.0
1638,spotify:track:05VcUOSLzbyxAAFiBNMFEe,Skelly,Lil Gnar,63,427869,"('atl hip hop', 'dark trap', 'melodic rap', 'trap', 'underground hip hop', 'vapor trap')",Skelly,49,0.845,0.684,-9.098,175.103,131657,0.0
1639,spotify:track:0kTQcDTWmeSKp2EOHLK7AY,Caddy,SSGKobe,66,131882,"('vapor trap',)",Caddy,63,0.701,0.489,-6.835,135.945,116471,0.0
1641,spotify:track:3y4gYGiMFRssbyqbTNWbpZ,Time Spent,Quando Rondo,67,1699111,"('melodic rap', 'pop rap', 'trap')",Time Spent,50,0.434,0.563,-8.886,78.252,198343,0.0
1642,spotify:track:0PZYcvesIgVsiOSQEUVgUA,Teacher,SahBabii,63,538294,"('melodic rap', 'plugg', 'rap', 'trap', 'underground hip hop', 'vapor trap')",Teacher,53,0.815,0.461,-8.258,76.512,150539,0.0
1643,spotify:track:5ub5nP1gGGVgt0J14Gqpf2,Private Phones,FBG GOAT,46,1899,(),Private Phones,51,0.726,0.847,-5.69,129.93,182312,1.0
1644,spotify:track:6nb42AwSexz0HPLcWK4yFx,Missing Something,Lil Poppa,59,157531,"('florida rap',)",Missing Something,54,0.672,0.703,-6.459,83.919,171752,0.0
1645,spotify:track:5rmHtbUCbjFqmeoOuP9b7B,VANISH,Dro Kenji,65,54089,"('sad rap',)",VANISH,63,0.748,0.662,-6.816,146.981,130612,1.0
1646,spotify:track:6uGe0mI2O24OYW6hkUy8DZ,Roll Up Hot,Lil Zay Osama,56,125038,"('chicago rap',)",Roll Up Hot,44,0.908,0.326,-10.63,143.984,130000,1.0
1648,spotify:track:1k3HvGrMl6oCCLPocfhnmB,Started This,BBY KODIE,54,15409,"('underground hip hop', 'vapor trap')",Started This,43,0.657,0.799,-6.578,179.971,142470,0.0
1649,spotify:track:0pSaDwrMLM7F82LWJg9v6s,Whateva Man,Redman,69,885666,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam')",Muddy Waters,49,0.581,0.712,-7.803,172.573,188547,1.0
1650,spotify:track:6Xo9osN1HErsEJoqwj4eDg,Get Me Home,Foxy Brown,61,496963,"('contemporary r&b', 'east coast hip hop', 'hip hop', 'hip pop', 'r&b', 'rap')",Ill Na Na,65,0.774,0.48,-6.599,96.067,229400,0.0
1651,spotify:track:10EGxvr4fSE42ABWZeJ3K3,Izzo (H.O.V.A.),JAY-Z,87,6849402,"('east coast hip hop', 'hip hop', 'rap')",The Blueprint,50,0.618,0.844,-4.051,84.411,240627,1.0
1652,spotify:track:3rvM0obwHthpskrZKQxYLa,Dipset Anthem,The Diplomats,50,301752,"('gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap')",Diplomatic Immunity,59,0.699,0.696,-5.745,83.596,249040,1.0
1653,spotify:track:5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,78,2643369,"('conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",It Was Written,70,0.879,0.564,-7.682,93.908,282373,1.0
1654,spotify:track:7l3ZNXBVVdhBz13Vo0kbLz,Pick It Up,Redman,69,885666,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam')",Muddy Waters,51,0.811,0.747,-9.021,94.045,251480,1.0
1656,spotify:track:6Ag4SYLUGFdnJrCwUIb4mT,I'll Be,Foxy Brown,61,496963,"('contemporary r&b', 'east coast hip hop', 'hip hop', 'hip pop', 'r&b', 'rap')",Ill Na Na,61,0.855,0.614,-8.984,105.986,178600,0.0
1657,spotify:track:3eY9pixHny3kVRLeqNezQx,Smoke Buddah,Redman,69,885666,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam')",Muddy Waters,61,0.552,0.731,-7.497,171.942,154480,1.0
1658,spotify:track:6OQrmEIK8KOOVcSoSaEo40,What's My Name,DMX,75,3011222,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')",...And Then There Was X,59,0.647,0.98,-3.463,188.309,232333,1.0
1659,spotify:track:4jCio4LNO1eZbl09ed4ZFn,Knock Yourself Out,Jadakiss,72,851825,"('battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap')",Kiss Tha Game Goodbye,53,0.822,0.575,-2.619,92.022,212907,0.0
1660,spotify:track:41OxaMCY6gMKILoNVd2hdP,(Holy Matrimony) Letter To The Firm,Foxy Brown,61,496963,"('contemporary r&b', 'east coast hip hop', 'hip hop', 'hip pop', 'r&b', 'rap')",Ill Na Na,49,0.823,0.539,-7.502,90.658,206573,1.0
1662,spotify:track:0QnGI4OgY8ReggLWvEXdgD,Street Dreams,Nas,78,2643369,"('conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",It Was Written,61,0.752,0.611,-8.681,90.993,279933,1.0
1663,spotify:track:19ELgyBdMcEjGcbFHcY1ba,Song Cry,JAY-Z,87,6849402,"('east coast hip hop', 'hip hop', 'rap')",The Blueprint,50,0.654,0.866,-3.318,85.488,302360,1.0
1664,spotify:track:0Ml8PkxnlGUrrMPpJWPBc3,It's a Party (feat. Zhane),Busta Rhymes,76,1938188,"('east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap')",The Coming,51,0.672,0.674,-8.275,178.01,277667,1.0
1665,spotify:track:2LP2uDQQ7eLMcUVE4aOpAV,Crush on You (feat. Lil' Cease) - Remix,Lil' Kim,69,1288338,"('dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary')",Not Tonight EP,61,0.748,0.693,-7.832,88.802,275947,0.0
1666,spotify:track:0hbSQvosqCvCFaiSRPEUYP,"Girls, Girls, Girls",JAY-Z,87,6849402,"('east coast hip hop', 'hip hop', 'rap')",The Blueprint,48,0.509,0.952,-4.444,83.068,275373,0.0
1667,spotify:track:0fKolf0hpjCwjTSLszadI8,Loungin (Who Do Ya Luv),LL Cool J,66,1245913,"('east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'urban contemporary')",All World,52,0.821,0.559,-10.204,99.909,226227,0.0
1668,spotify:track:3GKL13lkM5nRc4zC1lIOrR,Still Not a Player (feat. Joe) - Radio Version,Big Pun,64,973294,"('bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop')",Capital Punishment (Explicit Version),70,0.9,0.619,-6.518,94.121,236800,0.0
1669,spotify:track:6C3yPXYG2NJYlIYVe5J7hv,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,Method Man,75,1554671,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop')",Tical (Deluxe Edition),63,0.722,0.745,-6.059,95.021,309947,0.0
1670,spotify:track:5hOrYYtUd96bIOBjuSEArP,How's It Goin' Down,DMX,75,3011222,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')",It's Dark And Hell Is Hot,56,0.912,0.596,-9.959,90.463,282907,1.0
1671,spotify:track:1IQPLs3r6lt4iNrQzAhnWs,I Really Mean It - Skit 1,The Diplomats,50,301752,"('gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap')",Diplomatic Immunity,51,0.576,0.726,-4.409,81.022,262027,1.0
1672,spotify:track:1AHfovSnGPVYKaahRtA0U6,The Message,Nas,78,2643369,"('conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",It Was Written,66,0.614,0.543,-7.178,178.422,234093,1.0
1673,spotify:track:2DmQ0fLfeXk7HPhNunWSIt,Put Ya Hands Up,Jadakiss,72,851825,"('battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap')",Kiss Tha Game Goodbye,47,0.725,0.887,-6.517,101.713,207560,0.0
1674,spotify:track:4M8SdMmrvx001Au6aZFchJ,Everything Remains Raw,Busta Rhymes,76,1938188,"('east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap')",The Coming,49,0.759,0.809,-7.886,86.848,220800,1.0
1675,spotify:track:4ezafcOuI5em8LoE2xxnpv,What U See Is What U Get,Xzibit,69,1378427,"('detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap')",40 Dayz & 40 Nightz,55,0.724,0.806,-6.843,93.863,308907,0.0
1676,spotify:track:1zzxoZVylsna2BQB65Ppcb,X Gon' Give It To Ya,DMX,75,3011222,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')",The Definition of X: Pick Of The Litter,73,0.761,0.899,-3.09,95.027,217587,0.0
1677,spotify:track:3MbBa8FMMgp9D39s7Cozl9,"Money, Power & Respect (feat. DMX & Lil' Kim)",The LOX,58,406585,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap')","Money, Power & Respect",59,0.706,0.747,-3.901,95.547,270493,1.0
1678,spotify:track:3gY6tiCNsuVi6s8kPV6aQg,Nas Is Like,Nas,78,2643369,"('conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",I Am...,67,0.634,0.845,-5.058,94.0,237027,1.0
1679,spotify:track:68WCiBa9dfDU5PBhTl6MYe,Brooklyn's Finest,JAY-Z,87,6849402,"('east coast hip hop', 'hip hop', 'rap')",Reasonable Doubt,56,0.495,0.715,-8.855,189.876,275640,0.0
1681,spotify:track:1Z7C8ClE8UEaH70jCCeJH2,Ten Crack Commandments - 2014 Remaster,The Notorious B.I.G.,81,7083105,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap')",Life After Death (2014 Remastered Edition),64,0.612,0.85,-4.703,173.497,204027,1.0
1682,spotify:track:1rJM37Dd4OcSJvzI84yCcP,Fu-Gee-La,Fugees,69,1035840,"('east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap')",The Score (Expanded Edition),67,0.681,0.505,-11.709,89.953,260067,1.0
1683,spotify:track:2vfvGlqCB7oertO5VLE0sz,ATLiens,Outkast,78,1834564,"('atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop')",ATLiens,68,0.918,0.734,-2.832,97.044,230693,1.0
1684,spotify:track:2wxO3ZydJTZRi4Bbc02q7i,Smile,Scarface,61,692142,"('conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap')",Greatest Hits,64,0.7,0.402,-9.93,77.871,300600,1.0
1685,spotify:track:740gNyGWKk98gy8nJLhHrv,Slippin',DMX,75,3011222,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')","Flesh Of My Flesh, Blood Of My Blood",61,0.475,0.576,-8.061,87.33,305467,0.0
