,Unnamed: 0,track_uri,track_name,artist_name,artist_popularity,artist_followers,artist_genres,album,track_popularity,track_danceability,track_energy,track_loudness,track_tempo,track_duration_ms
645,645,spotify:track:6s86N7LVaJZuU4alwKp6XO,Are you happy?,SHY Martin,68,247889,"('alt z', 'electropop', 'pop', 'swedish electropop', 'tropical house')",Sad Songs,69,0.632,0.578,-7.657,139.324,157556
646,646,spotify:track:5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Justin Bieber,98,54627312,"('canadian pop', 'pop')",Holy,79,0.673,0.704,-8.056,86.919,212093
647,647,spotify:track:1bd4heB3yXc5iFTPoOMPuo,slower,Tate McRae,83,2140518,"('alt z', 'dance pop', 'pop', 'post-teen pop')",slower,71,0.589,0.364,-8.079,104.991,187629
648,648,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,This City,Sam Fischer,73,147536,"('alt z', 'australian pop', 'dance pop', 'pop', 'uk pop')",This City,81,0.605,0.377,-6.213,73.877,194853
649,649,spotify:track:6TbkMxKZudkP6Sty7rkLU9,Perfectly Imperfect,Declan J Donovan,64,121567,"('uk pop',)",Perfectly Imperfect,66,0.698,0.367,-5.811,104.853,204309
650,650,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Ed Sheeran,97,89949074,"('pop', 'uk pop')",Afterglow,81,0.641,0.324,-5.851,110.184,185487
651,651,spotify:track:0ri0Han4IRJhzvERHOZTMr,At My Worst,Pink Sweat$,77,1134694,"('bedroom soul', 'pop')",The Prelude,78,0.813,0.415,-5.926,91.921,170345
652,652,spotify:track:68z9t6zihQgqzBGtexjTRG,Happy For You,Lukas Graham,77,1896947,"('danish pop', 'pop', 'scandipop')",Happy For You,65,0.673,0.639,-4.14,136.155,226403
653,653,spotify:track:18XlJEroUwFo0tLZxscgXE,Lost,Maroon 5,89,34445800,"('pop', 'pop rock')",JORDI (Deluxe),77,0.766,0.706,-6.553,142.989,172598
654,654,spotify:track:4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,96,73658795,"('dance pop', 'pop')",Stuck with U,85,0.597,0.45,-6.658,178.765,228482
655,655,spotify:track:2GjQ5KNXggsIRpx5ZUj2zX,Her,Anne-Marie,82,8879573,"('dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop')",Her,67,0.567,0.395,-5.568,119.849,177569
656,656,spotify:track:7rq1zCf90CnU7OalBLIgNp,r u ok,Tate McRae,83,2140518,"('alt z', 'dance pop', 'pop', 'post-teen pop')",r u ok,71,0.666,0.593,-5.905,140.013,185850
657,657,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),JP Saxe,74,314235,"('alt z', 'canadian contemporary r&b', 'pop', 'pop rock')",If the World Was Ending (feat. Julia Michaels),81,0.464,0.473,-10.086,75.801,208687
658,658,spotify:track:3z1DnGBH2uhlDekJr0YVzQ,Best Days,Alessia Cara,81,9748259,"('canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop')",In The Meantime,66,0.518,0.318,-11.727,77.594,211838
659,659,spotify:track:5GzgEC6pWf1USZsCtkG8yC,Paper Planes,Elina,61,136267,"('alt z', 'electropop', 'pop', 'viral pop')",Paper Planes,67,0.529,0.351,-12.484,147.815,199981
660,660,spotify:track:15OCqNPYoLziEAsbVnqRj5,Good Without,Mimi Webb,71,175384,"('alt z', 'dance pop', 'gen z singer-songwriter', 'pop', 'uk pop')",Good Without,75,0.616,0.576,-5.495,89.962,182121
661,661,spotify:track:2J4DpqJCIuuM9WjtWHbjvd,Grey,Why Don't We,76,3043430,"('boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'teen pop')",The Good Times and The Bad Ones,67,0.298,0.295,-8.789,171.361,277694
662,662,spotify:track:4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Justin Bieber,98,54627312,"('canadian pop', 'pop')",Lonely (with benny blanco),80,0.631,0.239,-7.071,79.859,149297
663,663,spotify:track:5inDa3sWj8zqJBOdj7Bjqc,"Hey Stupid, I Love You",JP Saxe,74,314235,"('alt z', 'canadian contemporary r&b', 'pop', 'pop rock')","Hey Stupid, I Love You",69,0.758,0.594,-9.63,91.864,181000
664,664,spotify:track:5QYnNhTKsN3kE7OaqILA1U,First Times,Ed Sheeran,97,89949074,"('pop', 'uk pop')",=,79,0.587,0.267,-9.206,98.845,185853
665,665,spotify:track:58qX77t2VWMWcycsh9zKLc,i don't want to watch the world end with someone else,Clinton Kane,77,672761,"('alt z', 'gen z singer-songwriter', 'pop')",i don't want to watch the world end with someone else,73,0.535,0.359,-9.343,154.163,184505
666,666,spotify:track:2CIYemjFXdmCWpJnfbtrD6,New Normal,Khalid,90,14708066,"('pop', 'pop r&b')",New Normal,72,0.39,0.534,-9.575,92.047,198765
667,667,spotify:track:1Ia95g66IhlAJ3qVI4qI8W,Slow,SHY Martin,68,247889,"('alt z', 'electropop', 'pop', 'swedish electropop', 'tropical house')",Slow,67,0.636,0.243,-9.509,142.016,163547
669,669,spotify:track:45Q6RNX1yeHpGZpR0RjpKI,Lost,Blake Rose,64,61651,"('alt z', 'australian electropop', 'electropop', 'pop')",Lost,71,0.597,0.687,-6.536,94.749,234623
670,670,spotify:track:2tSDwInMbSGmUySTeUgO5e,Love Like That,Lauv,82,4720905,"('dance pop', 'electropop', 'pop')",~how i'm feeling~ (the extras),0,0.679,0.481,-9.045,80.011,184557
671,671,spotify:track:0awuNCj9gwJEM0seER22DW,CHICKEN TENDIES,Clinton Kane,77,672761,"('alt z', 'gen z singer-songwriter', 'pop')",CHICKEN TENDIES,77,0.57,0.689,-6.242,100.087,196844
672,672,spotify:track:2gA74HvN6NKFrhgzpd5oNE,Line By Line (feat. Maren Morris),JP Saxe,74,314235,"('alt z', 'canadian contemporary r&b', 'pop', 'pop rock')",Line By Line (feat. Maren Morris),67,0.645,0.486,-7.299,72.536,208187
673,673,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),Taylor Swift,100,47157540,"('pop',)",folklore,83,0.298,0.38,-8.426,75.602,285634
674,674,spotify:track:5HBDBBr5OV90lubqW8ctJF,if we never met,John K,68,161198,"('alt z', 'chill r&b', 'dance pop', 'electropop', 'pop', 'tropical house')",if we never met,70,0.958,0.376,-7.063,107.964,144427
675,675,spotify:track:54fT5TBqwmJKn6NmJR5VKe,the author,Luz,59,38524,"('alt z', 'gen z singer-songwriter', 'irish pop', 'uk pop')",the author,42,0.354,0.264,-12.571,80.567,217213
676,676,spotify:track:1LdS1ULS9e18oW3M2C1MUj,"always, i'll care",Jeremy Zucker,80,1862369,"('electropop', 'pop')","always, i’ll care",26,0.784,0.278,-10.745,105.034,146147
677,677,spotify:track:00cBcYOlnHoXX9ver3cmdE,A Little Bit Yours,JP Saxe,74,314235,"('alt z', 'canadian contemporary r&b', 'pop', 'pop rock')",A Little Bit Yours,69,0.598,0.295,-8.553,87.025,225680
678,678,spotify:track:0Kjkp9SLw8uhBAiSrSgdcB,Forever Young,Boy In Space,66,159182,"('alt z', 'electropop', 'pop')",Forever Young,63,0.557,0.219,-10.48,122.055,211681
679,679,spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,92,11875784,"('pop',)",SOUR,92,0.38,0.339,-7.885,100.607,229227
680,680,spotify:track:4Gt2kh3QbAGU6yquOWn4aW,Fake,Lauv,82,4720905,"('dance pop', 'electropop', 'pop')",Fake,73,0.703,0.657,-5.363,82.96,146375
682,682,spotify:track:6sHxpnCerm9M6A5zaFFNfs,Gone,Blake Rose,64,61651,"('alt z', 'australian electropop', 'electropop', 'pop')",Gone,69,0.317,0.545,-6.439,139.014,205462
683,683,spotify:track:2HnfqILzgKt1CepTlU4oqq,Like No One Does,Jake Scott,65,127192,"('alt z', 'indiecoustica', 'neo mellow', 'pop', 'pop rock', 'post-teen pop')",Like No One Does,64,0.8,0.41,-12.734,104.941,158469
684,684,spotify:track:6c7N5N7amAOpeMykjlovjI,Walked Through Hell,Anson Seabra,73,688401,"('alt z', 'gen z singer-songwriter', 'pop')",Walked Through Hell,72,0.508,0.404,-11.092,81.713,216865
685,685,spotify:track:5FNS5Vj69AhRGJWjhrAd01,Slow Dance (feat. Ava Max),AJ Mitchell,71,688240,"('alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop')",Slow Dance (feat. Ava Max),68,0.692,0.443,-5.671,127.9,178800
686,686,spotify:track:7ce20yLkzuXXLUhzIDoZih,Before You Go,Lewis Capaldi,83,9027674,"('pop', 'uk pop')",Before You Go,78,0.459,0.575,-4.858,111.881,215107
687,687,spotify:track:5z8uLrYMcUVvzTV28twt44,Slow Grenade,Ellie Goulding,82,10302031,"('dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop')",Slow Grenade,65,0.758,0.562,-6.302,142.035,217493
688,688,spotify:track:136J2Jkg8sG7P5wilO9P1R,Meant To Be,Ber,57,36084,"('gen z singer-songwriter',)",Meant To Be,70,0.5,0.156,-11.472,173.794,163227
689,689,spotify:track:4SHJLxcRicQyT42jG95Y5u,No Right To Love You,Rhys Lewis,65,291410,"('neo mellow', 'pop', 'pop rock', 'uk pop')",No Right To Love You,61,0.602,0.43,-9.484,159.845,238067
690,690,spotify:track:0hqJxaNkPQ3sPm1tvfPlAe,Cry with you,Jeremy Zucker,80,1862369,"('electropop', 'pop')",Cry with you,64,0.51,0.307,-9.921,159.794,217044
691,691,spotify:track:7GLBqDKAJLCLIsj2GEDkSw,nobody else,LANY,79,4258089,"('la pop', 'pop')",mama's boy,61,0.569,0.291,-14.509,151.659,197480
692,692,spotify:track:19pChrR4hwdINqoOFUo2Hj,Keep Your Head Up Princess,Anson Seabra,73,688401,"('alt z', 'gen z singer-songwriter', 'pop')",Keep Your Head Up Princess,68,0.689,0.143,-17.374,85.398,198220
693,693,spotify:track:1tUdd0dSQ5ij2XiqlWhlHX,Good Stuff,Griff,69,144819,"('alt z', 'dance pop', 'pop', 'uk pop')",Good Stuff,66,0.641,0.376,-7.478,143.958,193266
694,694,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,87,32784241,"('brostep', 'dance pop', 'edm', 'pop', 'progressive electro house')",Be Kind (with Halsey),79,0.63,0.633,-7.088,93.995,172762
696,696,spotify:track:0QdePZJfBpRIBautuT4FSx,Angels Like You,Miley Cyrus,86,16916713,"('dance pop', 'pop', 'post-teen pop')",Plastic Hearts,62,0.672,0.642,-4.035,121.981,196453
697,697,spotify:track:1Srt81FTalOhRw7t7l8Yh8,Tattoos Together,Lauv,82,4720905,"('dance pop', 'electropop', 'pop')",~how i'm feeling~,68,0.862,0.4,-7.486,122.963,186613
698,698,spotify:track:47EWMOElkkbMp5m9SBkx7d,IDK You Yet,Alexander 23,70,246226,"('alt z', 'pop')",IDK You Yet,4,0.629,0.306,-11.735,76.994,184638
699,699,spotify:track:04NMWz4ctkuILV6mUR2iWp,Lie,Sasha Alex Sloan,76,1007977,"('alt z', 'electropop', 'pop')",Lie,63,0.718,0.483,-6.596,103.997,209132
700,700,spotify:track:4f9IfFvBFm7Gsf1IVEudyf,lie to me,Tate McRae,83,2140518,"('alt z', 'dance pop', 'pop', 'post-teen pop')",lie to me,69,0.642,0.392,-7.846,138.065,177440
701,701,spotify:track:4P6g8wuXeR3wznFk7WnI4w,Losing Me,Gabrielle Aplin,68,631023,"('acoustic pop', 'alt z', 'electropop', 'indie poptimism', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop')",Losing Me,66,0.66,0.449,-6.573,133.984,180640
702,702,spotify:track:3zjw3EZfvgjuR4AQhVlNq7,Lovely,Fly By Midnight,57,74533,"('alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop edm')",Lovely,61,0.548,0.715,-6.798,159.924,176975
703,703,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq,Cheating on You,Charlie Puth,82,14791197,"('dance pop', 'pop', 'viral pop')",Cheating on You,80,0.749,0.535,-6.785,123.042,196607
704,704,spotify:track:5ovVcYo2MvjVydFwFyaaqy,I Should Probably Go To Bed,Dan + Shay,79,2490362,"('contemporary country', 'country', 'pop')",I Should Probably Go To Bed,70,0.721,0.277,-7.128,131.935,171827
705,705,spotify:track:0E6uWutxRjIDhleURR92do,cowboy in LA,LANY,79,4258089,"('la pop', 'pop')",cowboy in LA,0,0.624,0.393,-8.916,177.963,213800
706,706,spotify:track:0f8xPdFJ6SdlHJwkxpdw2Q,Still the Same (feat. Boy In Space),SHY Martin,68,247889,"('alt z', 'electropop', 'pop', 'swedish electropop', 'tropical house')",Still the Same (feat. Boy In Space),61,0.658,0.473,-7.632,98.022,178140
707,707,spotify:track:1hCTxutVVYvggAQcUUUZAT,Put A Little Love On Me,Niall Horan,81,8061232,"('dance pop', 'pop', 'post-teen pop')",Put A Little Love On Me,68,0.584,0.465,-4.88,95.969,224586
708,708,spotify:track:0cppqb4vQycORHNMxr8DGd,Favorite Part Of Me,Astrid S,74,1035246,"('alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house')",Down Low,63,0.598,0.502,-6.273,121.621,198391
709,709,spotify:track:4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,98,54627312,"('canadian pop', 'pop')",Justice,90,0.677,0.696,-6.181,90.03,198082
710,710,spotify:track:55vsJO4tLZQ37qzD5QUOmh,House With No Mirrors,Sasha Alex Sloan,76,1007977,"('alt z', 'electropop', 'pop')",House With No Mirrors,62,0.72,0.408,-11.725,121.972,227613
711,711,spotify:track:709F3MwiVvLD0LQXeKs5Cz,Vibez,ZAYN,81,18342207,"('dance pop', 'pop', 'post-teen pop', 'uk pop')",Vibez,67,0.635,0.659,-7.499,96.855,163127
712,712,spotify:track:034KyQEk7IhbLtniVhBErj,17,Pink Sweat$,77,1134694,"('bedroom soul', 'pop')",17,67,0.558,0.364,-8.663,129.17,160737
713,713,spotify:track:2769RhOZs0ezRncRW1vryp,Till Forever Falls Apart,Ashe,73,833858,"('alt z', 'electropop', 'pop')",Till Forever Falls Apart,73,0.509,0.498,-6.94,99.729,222861
714,714,spotify:track:195DDl4riXguLriXMSU0Gg,6 months,John K,68,161198,"('alt z', 'chill r&b', 'dance pop', 'electropop', 'pop', 'tropical house')",6 months,1,0.66,0.581,-6.056,145.912,216938
715,715,spotify:track:38ovefcipRlByRd5UF9PWp,The Way I Am,Gavin Haley,51,40604,"('chill pop', 'oc rap')",The Way I Am,0,0.533,0.5,-8.273,99.77,178143
716,716,spotify:track:09svEvkmTi9vw4kWRyBC6X,Slow Motion,Charlotte Lawrence,66,865234,"('alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop')",Slow Motion,61,0.665,0.61,-7.655,127.976,183850
717,717,spotify:track:6LZ9FO9UsGIcTKbShnfNsG,Feels (feat. Khalid),WATTS,52,6425,(),Feels (feat. Khalid),66,0.548,0.35,-12.52,167.682,221975
718,718,spotify:track:2Ms8MDDtYBw7M3K5F3EqPX,Dumb Love,Mimi Webb,71,175384,"('alt z', 'dance pop', 'gen z singer-songwriter', 'pop', 'uk pop')",Dumb Love,73,0.569,0.422,-5.856,76.96,207068
719,719,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,Travis Scott,93,19340298,"('rap', 'slap house')",Goosebumps (Remix),85,0.841,0.593,-7.846,124.917,162803
720,720,spotify:track:0SSIu4CcGITHdatDmjlA6H,Nobody To Love (with Loren Gray),TELYKast,63,45241,"('pop edm',)",Nobody To Love (with Loren Gray),67,0.734,0.823,-3.684,122.143,146373
721,721,spotify:track:40uMIn2zJLAQhNXghRjBed,Motley Crew,Post Malone,92,35325342,"('dfw rap', 'melodic rap', 'rap')",Motley Crew,83,0.797,0.631,-3.818,129.915,184213
722,722,spotify:track:7arsXR8AtExnOFN3v3HiJI,Going Dumb,Alesso,78,3734178,"('dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house')",Going Dumb,71,0.834,0.678,-6.242,121.995,168601
723,723,spotify:track:4crczEC1PpoD8TsDsmoWNI,Goodbye,Imanbek,79,129245,"('dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house')",Goodbye,75,0.741,0.931,-3.447,125.011,144000
724,724,spotify:track:4sofJiicQwKsRo3S1vpt39,Turning Me Up (Hadal Ahbek),Issam Alnajjar,60,65638,"('indonesian viral pop',)",Turning Me Up (Hadal Ahbek),68,0.744,0.816,-3.933,120.062,144000
725,725,spotify:track:3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Masked Wolf,76,507895,"('australian hip hop',)",Astronaut In The Ocean,85,0.778,0.695,-6.865,149.996,132780
727,727,spotify:track:463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),Dua Lipa,94,30850370,"('dance pop', 'pop', 'uk pop')",Levitating (feat. DaBaby),84,0.702,0.825,-3.787,102.977,203064
728,728,spotify:track:7GiozRoMk95aFl1WbrDdjX,Nobody,NOTD,71,213657,"('alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house')",Nobody,69,0.818,0.773,-5.714,122.016,143953
729,729,spotify:track:67lbzVADsqJJ6tyVk0XCgn,Chain My Heart,Topic,80,163248,"('dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house')",Chain My Heart,75,0.663,0.849,-4.462,123.992,146880
730,730,spotify:track:6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,82,238295,"('dance pop', 'pop', 'pop dance', 'tropical house', 'uk dance')",OUT OUT (feat. Charli XCX & Saweetie),87,0.787,0.833,-4.403,123.97,162604
732,732,spotify:track:7bRu6qrKsJlwbxf04aZiTT,1 Day 2 Nights,HRVY,70,1454868,"('dance pop', 'pop', 'pop dance', 'post-teen pop', 'social media pop', 'tropical house')",1 Day 2 Nights,47,0.747,0.749,-6.337,121.964,138200
733,733,spotify:track:6lP1UrOucq5sIXl6scYAHS,Somebody New,TELYKast,63,45241,"('pop edm',)",Somebody New,59,0.766,0.814,-4.131,124.017,145161
734,734,spotify:track:4xMbBESczlHPUO8QeYi56p,My Heart Goes (La Di Da) (feat. Topic),Becky Hill,80,395613,"('dance pop', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop')",My Heart Goes (La Di Da) (feat. Topic),82,0.695,0.781,-5.578,124.04,148960
735,735,spotify:track:20GrahbI4AzAOWxpYfDKkf,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,81,6857775,"('dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap')",KHALED KHALED,71,0.757,0.721,-2.906,124.036,165366
736,736,spotify:track:7jXQUrVhEpXdymfFWNDnQW,BED,Joel Corry,82,238295,"('dance pop', 'pop', 'pop dance', 'tropical house', 'uk dance')",BED,67,0.663,0.783,-4.585,123.986,178088
737,737,spotify:track:6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),MEDUZA,80,479325,"('edm', 'pop', 'pop dance', 'pop house', 'tropical house')",Paradise,84,0.632,0.595,-7.644,124.114,167903
738,738,spotify:track:0SZPXD0uEl72YjUVY2K3E9,"The Business, Pt. II",Tiësto,86,6090266,"('big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house')","The Business, Pt. II",69,0.658,0.747,-6.567,120.073,164268
739,739,spotify:track:2jSVBVxFFQY15Ce0V8HUH9,Another Level (ft. Lovespeake),Timmy Trumpet,76,854870,"('australian dance', 'big room', 'dance pop', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance')",Another Level (ft. Lovespeake),63,0.656,0.788,-4.531,125.008,145941
741,741,spotify:track:12yj178KaJo8PrddT0StaL,What's Up,Gaullin,68,105003,"('edm', 'lithuanian edm', 'lithuanian electronic', 'pop dance', 'tropical house')",What's Up,68,0.739,0.845,-5.93,121.997,147541
742,742,spotify:track:3sOGVdj5VPY6C2XImtlzj7,Shockwave,Marshmello,87,32784241,"('brostep', 'dance pop', 'edm', 'pop', 'progressive electro house')",Shockwave,65,0.577,0.875,-2.897,164.009,181283
743,743,spotify:track:0d1ujEcFwTqA4kWliTSJim,Don't You Hold Me Down,Alan Walker,85,31879475,"('electro house',)",Don't You Hold Me Down,73,0.773,0.839,-4.046,123.975,132598
744,744,spotify:track:5mlNLzIdl6Ae2a4YRphSI4,Piece Of Me (with LOVA),Gryffin,75,768488,"('dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house')",Piece Of Me (with LOVA),69,0.676,0.865,-2.899,121.99,202647
745,745,spotify:track:1HHnQYqcnlnE9q7LGFFGFj,Off Of My Mind,Icona Pop,70,672284,"('candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop')",Off Of My Mind,71,0.798,0.752,-5.947,125.996,164740
746,746,spotify:track:46nvQpUDsxpS08UTFOeKTA,Tell It To My Heart,MEDUZA,80,479325,"('edm', 'pop', 'pop dance', 'pop house', 'tropical house')",Tell It To My Heart,83,0.539,0.715,-6.639,123.854,165524
747,747,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),24kGoldn,82,1496563,"('cali rap', 'pop rap')",Mood (feat. iann dior),20,0.7,0.722,-3.558,90.989,140526
748,748,spotify:track:2aOK6TRYn4DneIBHJOAQ4r,One More Dance (with Alida),R3HAB,80,2289607,"('dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house')",One More Dance (with Alida),68,0.726,0.759,-5.107,123.923,145320
749,749,spotify:track:4uDhts78RdwIDjEqPrYVKp,Sweet Dreams,Alan Walker,85,31879475,"('electro house',)",Sweet Dreams,79,0.766,0.817,-4.253,125.033,138819
750,750,spotify:track:5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),ATB,72,316961,"('german dance', 'german techno', 'german trance', 'trance')",Your Love (9PM),83,0.669,0.784,-5.603,125.993,150053
751,751,spotify:track:02kDW379Yfd5PzW5A6vuGt,Lemonade,Internet Money,79,550328,"('rap', 'trap')","Lemonade (feat. Gunna, Don Toliver & NAV)",81,0.799,0.66,-6.153,140.04,195429
752,752,spotify:track:2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),Ofenbach,76,457976,"('dance pop', 'edm', 'electro house', 'new french touch', 'pop', 'pop dance', 'tropical house')",Wasted Love (feat. Lagique),80,0.734,0.855,-4.578,121.955,139563
753,753,spotify:track:3rgTS3933lMWoPiN6CW4qY,Kids (feat. MKLA),KSHMR,72,1583064,"('big room', 'edm', 'electro house', 'indian edm', 'pop dance', 'slap house', 'tropical house')",Kids (feat. MKLA),70,0.744,0.866,-4.834,128.027,184687
754,754,spotify:track:5k1uIPpsHmnbWFr4nbpdYb,Up All Night (feat. Afrojack),VINAI,69,440560,"('dance pop', 'edm', 'electro house', 'melbourne bounce international', 'pop dance', 'slap house', 'tropical house')",Up All Night (feat. Afrojack),66,0.637,0.868,-4.921,100.048,160907
755,755,spotify:track:1ymsN94JMOSZncP5WETfSh,Unbreakable (with Sam Gray),TELYKast,63,45241,"('pop edm',)",Unbreakable (with Sam Gray),41,0.717,0.796,-5.474,123.996,183091
756,756,spotify:track:78oZ26xvmtCfarveRXs3dq,Big (feat. Gunna),Rita Ora,79,7124083,"('australian pop', 'dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop')",Big (feat. Gunna),67,0.779,0.845,-3.446,111.995,156781
757,757,spotify:track:2eFjKl5cyPPYElDByCh6Tb,First Time,ILLENIUM,78,1197230,"('edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house')",First Time,68,0.526,0.667,-5.451,155.085,165779
758,758,spotify:track:6zFMeegAMYQo0mt8rXtrli,HOLIDAY,Lil Nas X,91,8486304,"('lgbtq+ hip hop', 'pop')",HOLIDAY,83,0.81,0.511,-6.924,151.947,154998
759,759,spotify:track:2UbVnbE5FH6008mAm6Mmgw,Run,OneRepublic,85,12896483,"('dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock')",Run,82,0.682,0.72,-8.173,117.003,169011
760,760,spotify:track:5nWVyZaCwtfAkBnwDuXjBh,Spicy (feat. Post Malone),Ty Dolla $ign,87,4045395,"('hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul')",Spicy (feat. Post Malone),2,0.784,0.496,-5.746,100.002,144028
761,761,spotify:track:7nvaEKdCDWbnQK7uJsCS5y,Impossible (feat. John Martin),David Guetta,90,23611849,"('big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap')",Impossible (feat. John Martin),69,0.459,0.732,-5.493,127.938,188438
762,762,spotify:track:7dk9EBvTbbKBbFxjCAJpwK,Hear Me Say,Jonas Blue,78,3435714,"('dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance')",Hear Me Say,72,0.697,0.836,-5.005,121.977,190772
763,763,spotify:track:6rLi6PyWXu1rPlShuIZpj6,Way Out (feat. Big Sean),Jack Harlow,88,1394621,"('deep underground hip hop', 'kentucky hip hop', 'rap')",Way Out (feat. Big Sean),70,0.945,0.582,-8.357,108.025,168906
764,764,spotify:track:1hnDaOYkZwW6ZSDeDXmNFo,Soon Not Later,Lady Bee,52,15840,"('bass trap', 'moombahton')",Soon Not Later,58,0.783,0.852,-4.774,126.012,158095
765,765,spotify:track:44xO8889yUQHn70P73NILS,Believe Me,Navos,65,14403,(),Believe Me,77,0.629,0.876,-5.572,124.999,188260
766,766,spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,79,3172483,"('dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house')",Heartbreak Anthem (with David Guetta & Little Mix),83,0.595,0.784,-4.878,124.111,183726
767,767,spotify:track:5seWZTjT0U8a7cy3Y5NJQ9,Like Gold,Loud Luxury,71,497641,"('dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house')",Like Gold,62,0.759,0.845,-6.794,124.0,176389
768,768,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,75,92382,"('dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance')",Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],87,0.824,0.862,-3.424,122.98,169153
769,769,spotify:track:39umHdGKfpnjY4TFtnoQ51,Too Much (feat. Usher),Marshmello,87,32784241,"('brostep', 'dance pop', 'edm', 'pop', 'progressive electro house')",Too Much (feat. Usher),67,0.712,0.891,-2.76,126.012,165704
770,770,spotify:track:7sXfnVRtIuohi0PQiyDVV8,No Pain No Gain,BODYWORX,56,9951,(),No Pain No Gain,58,0.81,0.817,-5.327,125.989,156190
771,771,spotify:track:4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),Martin Garrix,81,15284801,"('dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house')",Pressure (feat. Tove Lo),75,0.859,0.558,-8.991,114.978,144391
772,772,spotify:track:0suLmBuEbatdochI4tHduq,FEELING GUD,NGHTMRE,67,415597,"('bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop dance', 'vapor twitch')",FEELING GUD,70,0.484,0.94,-3.682,173.741,190682
