,Unnamed: 0,track_uri,track_name,artist_name,artist_popularity,artist_followers,artist_genres,album,track_popularity,track_danceability,track_energy,track_loudness,track_tempo,track_duration_ms
1355,1355,spotify:track:5hOrYYtUd96bIOBjuSEArP,How's It Goin' Down,DMX,75,3005724,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')",It's Dark And Hell Is Hot,55,0.912,0.596,-9.959,90.463,282907
1356,1356,spotify:track:1IQPLs3r6lt4iNrQzAhnWs,I Really Mean It - Skit 1,The Diplomats,50,301409,"('gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap')",Diplomatic Immunity,50,0.576,0.726,-4.409,81.022,262027
1357,1357,spotify:track:1AHfovSnGPVYKaahRtA0U6,The Message,Nas,78,2639087,"('conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",It Was Written,65,0.614,0.543,-7.178,178.422,234093
1358,1358,spotify:track:2DmQ0fLfeXk7HPhNunWSIt,Put Ya Hands Up,Jadakiss,72,850951,"('battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap')",Kiss Tha Game Goodbye,47,0.725,0.887,-6.517,101.713,207560
1359,1359,spotify:track:4M8SdMmrvx001Au6aZFchJ,Everything Remains Raw,Busta Rhymes,76,1936035,"('east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap')",The Coming,48,0.759,0.809,-7.886,86.848,220800
1360,1360,spotify:track:4ezafcOuI5em8LoE2xxnpv,What U See Is What U Get,Xzibit,69,1376580,"('detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap')",40 Dayz & 40 Nightz,55,0.724,0.806,-6.843,93.863,308907
1361,1361,spotify:track:1zzxoZVylsna2BQB65Ppcb,X Gon' Give It To Ya,DMX,75,3005724,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')",The Definition of X: Pick Of The Litter,73,0.761,0.899,-3.09,95.027,217587
1362,1362,spotify:track:3MbBa8FMMgp9D39s7Cozl9,"Money, Power & Respect (feat. DMX & Lil' Kim)",The LOX,58,406074,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap')","Money, Power & Respect",58,0.706,0.747,-3.901,95.547,270493
1365,1365,spotify:track:1Z5kIJ1ZKzVFSJXG1Y5zFb,I'm Ready,The Diplomats,50,301409,"('gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap')",Diplomatic Immunity,49,0.368,0.909,-2.695,166.645,281573
1366,1366,spotify:track:1Z7C8ClE8UEaH70jCCeJH2,Ten Crack Commandments - 2014 Remaster,The Notorious B.I.G.,81,7075673,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap')",Life After Death (2014 Remastered Edition),63,0.612,0.85,-4.703,173.497,204027
1367,1367,spotify:track:1rJM37Dd4OcSJvzI84yCcP,Fu-Gee-La,Fugees,69,1034780,"('east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap')",The Score (Expanded Edition),67,0.681,0.505,-11.709,89.953,260067
1369,1369,spotify:track:2wxO3ZydJTZRi4Bbc02q7i,Smile,Scarface,61,691463,"('conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap')",Greatest Hits,63,0.7,0.402,-9.93,77.871,300600
1370,1370,spotify:track:740gNyGWKk98gy8nJLhHrv,Slippin',DMX,75,3005724,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap')","Flesh Of My Flesh, Blood Of My Blood",61,0.475,0.576,-8.061,87.33,305467
1371,1371,spotify:track:5Sl4762Gx7mbUV9R8Mrbut,Me And My Crazy World,Lost Boyz,48,212901,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'queens hip hop', 'rap')","Love, Peace & Nappiness",49,0.769,0.539,-9.108,92.172,311827
1372,1372,spotify:track:31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Pras,64,28052,"('new jersey rap',)",Ghetto Supastar,68,0.818,0.653,-8.396,99.931,261133
1373,1373,spotify:track:2rbb3lOMI71NIMbJCS1wQQ,Who Dat,JT Money,46,66941,"('dirty south rap', 'miami hip hop', 'southern hip hop')",Pimpin' On Wax,50,0.831,0.834,-5.327,87.027,231800
1374,1374,spotify:track:4anqYZt4APNlFwQixpbdZR,Da Rockwilder,Method Man,75,1553012,"('east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop')",Blackout!,70,0.612,0.659,-6.995,99.137,136093
1375,1375,spotify:track:503OTo2dSqe7qk76rgsbep,Still D.R.E.,Dr. Dre,82,6319328,"('g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap')",2001,82,0.816,0.775,-3.323,93.431,270587
1376,1376,spotify:track:5Sm1X46tna50RstHZvw072,Bitch Please,Snoop Dogg,86,7540145,"('g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap')",No Limit Top Dogg,64,0.869,0.697,-4.639,95.03,234533
1377,1377,spotify:track:0l3wp8iEtN8rgag9eTeorW,Make 'Em Say Ugh,Master P,59,780416,"('dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap')",Ghetto D,54,0.601,0.73,-6.88,83.233,306467
1378,1378,spotify:track:66MsAs4nVj68t6va1lygIm,"Shut Up (feat. Duece Poppito of 24 Karatz, Trina, & Co of Tre +)",Trick Daddy,61,799226,"('crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap')",Book of Thugs: Chapter AK Verse 47,45,0.792,0.733,-5.71,144.857,262787
1382,1382,spotify:track:3VXdEVTbT6SLTrOLEX7MCr,Da B Side (feat. The Notorious B.I.G.),Da Brat,56,397461,"('chicago rap', 'contemporary r&b', 'gangster rap', 'hip hop', 'hip pop', 'r&b', 'rap', 'urban contemporary')",ANUTHAFUNKDAFIEDTANTRUM,58,0.849,0.61,-10.822,99.01,223693
1383,1383,spotify:track:4z1swK8bYaJUUEHESWqPbG,How Ya Livin' featuring Nas,AZ,58,273329,"('alternative hip hop', 'boom bap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap')",Pieces Of A Man,53,0.831,0.508,-7.511,87.054,270733
1384,1384,spotify:track:2c7huQpWR29bcXrrvLcG2j,We Need A Resolution (feat. Timbaland),Aaliyah,72,3007947,"('contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary')",Aaliyah,64,0.728,0.512,-9.199,147.17,242827
1385,1385,spotify:track:3LmvfNUQtglbTrydsdIqFU,We Belong Together,Mariah Carey,91,7320801,"('dance pop', 'pop', 'urban contemporary')",The Emancipation of Mimi,71,0.837,0.462,-7.89,139.986,201400
1386,1386,spotify:track:4iuNZTcvT9diFySSzVsnVS,When I See U,Fantasia,62,1571129,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary')",Fantasia,71,0.569,0.596,-6.486,93.135,217347
1387,1387,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,Let It Go,Keyshia Cole,69,2788515,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",Just Like You,67,0.806,0.721,-5.167,94.967,238333
1388,1388,spotify:track:6nTcn8CybBcx0t7IaXEJ6O,Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,Mariah Carey,91,7320801,"('dance pop', 'pop', 'urban contemporary')",My Name Is Joe,60,0.608,0.76,-5.851,168.211,251640
1389,1389,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Mario,70,2516051,"('contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary')",Let Me Love You,75,0.656,0.578,-8.97,94.514,256733
1390,1390,spotify:track:1zpu1PZ8ecmcX525Z3X8cl,Yo (Excuse Me Miss),Chris Brown,90,15067228,"('dance pop', 'pop', 'pop rap', 'r&b', 'rap')",Chris Brown,0,0.605,0.633,-5.899,87.26,229040
1391,1391,spotify:track:6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,74,2282370,"('dance pop', 'hip hop', 'hip pop', 'r&b', 'urban contemporary')",Ashanti,72,0.665,0.695,-5.763,90.119,227387
1392,1392,spotify:track:6XsT5UGfpaFeHQf5LRIy4W,"Me, Myself and I",Beyoncé,87,29849822,"('dance pop', 'pop', 'r&b')",Dangerously In Love,64,0.75,0.458,-9.092,83.61,301133
1393,1393,spotify:track:2x5D8ht7dQigcmpeH8PwMS,Career Reflections featuring Brandy,Various Artists,0,1414537,(),ABC presents Queens,17,0.686,0.222,-21.88,53.671,47723
1394,1394,spotify:track:2YegxR5As7BeQuVp2U6pek,Be Without You - Kendu Mix,Mary J. Blige,75,2922799,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary')",The Breakthrough,5,0.724,0.705,-5.859,146.589,246333
1395,1395,spotify:track:5Y77SQxEr1eiofPeUTPHxM,You,Lloyd,71,1813536,"('dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary')",Street Love,71,0.412,0.876,-6.008,130.159,273133
1396,1396,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole,69,2788515,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",The Way It Is,75,0.688,0.519,-4.285,116.714,255333
1397,1397,spotify:track:2aIdVb8v9KTpEZnftkz2mD,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,81,3591811,"('dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary')",Epiphany,6,0.451,0.55,-8.137,80.001,227960
1398,1398,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,Differences,Ginuwine,69,2041276,"('contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary')",The Life,67,0.562,0.594,-4.578,62.876,265533
1399,1399,spotify:track:3s2MyU2YCwNNwcSokt0jXD,Girl,Destiny's Child,77,5289556,"('dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary')",Destiny Fulfilled,63,0.567,0.747,-6.019,89.036,224147
1400,1400,spotify:track:3CgksqmyMvWLo5g7WOnZVf,R&B Fashion & Style featuring Brandy,Various Artists,0,1414537,(),ABC presents Queens,15,0.718,0.294,-20.632,115.236,40235
1401,1401,spotify:track:4VKnkoNNM6yTb4cXXX3wqD,Shake It Off,Mariah Carey,91,7320801,"('dance pop', 'pop', 'urban contemporary')",The Emancipation of Mimi,62,0.777,0.493,-6.516,134.086,232840
1402,1402,spotify:track:174rZBKJAqD10VBnOjlQQ3,How Do I Breathe,Mario,70,2516051,"('contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary')",Go,69,0.684,0.455,-8.216,97.956,216893
1403,1403,spotify:track:6CUTYJQKcDwcQ63EulINUo,Officially Missing You,Tamia,66,1194982,"('canadian pop', 'contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary')",More,58,0.476,0.407,-9.239,178.258,242467
1404,1404,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,Usher,83,9294247,"('atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary')",8701,72,0.657,0.629,-4.938,93.985,266893
1405,1405,spotify:track:7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,Toni Braxton,68,2976244,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary')",The Heat,69,0.739,0.947,-1.916,88.009,261933
1406,1406,spotify:track:39YovPslPCXbFYhlYjsZ2Y,Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,51,571650,"('atl hip hop', 'contemporary r&b', 'hip pop', 'pop r&b', 'r&b', 'urban contemporary')",Nivea,60,0.879,0.73,-4.369,99.925,213227
1407,1407,spotify:track:1vwUsp52io0AGQ5yv470IC,Take You Down,Chris Brown,90,15067228,"('dance pop', 'pop', 'pop rap', 'r&b', 'rap')",Exclusive (Expanded Edition),65,0.387,0.64,-5.817,59.989,245933
1408,1408,spotify:track:6BIcjFZIVDZxNAcofRFPx4,So Gone,Monica,66,1989813,"('contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary')",After The Storm,66,0.618,0.552,-6.863,81.975,242773
1409,1409,spotify:track:02QQXgeAghpU4smdM7l7We,Spotlight,Jennifer Hudson,73,1426129,"('dance pop', 'hip pop', 'hollywood', 'neo soul', 'pop', 'r&b', 'urban contemporary')",Jennifer Hudson,62,0.707,0.724,-3.887,108.984,250107
1410,1410,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,No One,Alicia Keys,82,9327246,"('hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary')",As I Am,0,0.649,0.552,-5.419,89.969,253813
1411,1411,spotify:track:3sfydNh0QQAdnIAtDVG16H,Like This (feat. Eve),Kelly Rowland,71,2924804,"('atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary')",Ms. Kelly,59,0.676,0.73,-5.963,178.117,215853
1412,1412,spotify:track:5rPzPAaOUceS8HiAculegz,Bad Girl,Usher,83,9294247,"('atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary')",Confessions (Expanded Edition),63,0.777,0.829,-6.905,87.998,261800
1413,1413,spotify:track:3SfZpKjMwvUQKGCty1dJ0T,"Slow Down - 12"" Version",Bobby V.,62,749026,"('contemporary r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",Disturbing Tha Peace Presents Bobby Valentino,0,0.563,0.746,-4.832,186.118,258667
1414,1414,spotify:track:75pAfYEpRXZf7GVORGhOgz,Fallen,Mýa,65,1066623,"('contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary')",Moodring,54,0.669,0.61,-8.217,94.439,214600
1415,1415,spotify:track:3QE7ObGjkt1kYnhLvZPRUy,Go On Girl,Ne-Yo,82,6710301,"('dance pop', 'pop', 'r&b', 'urban contemporary')",Because Of You,64,0.637,0.521,-6.959,83.896,261427
1416,1416,spotify:track:56z2qI0gKcPthQF6l8AW3E,Bust Your Windows,Jazmine Sullivan,72,1553400,"('alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",Fearless,64,0.683,0.664,-4.233,106.991,266307
1417,1417,spotify:track:3VEZvzr84WVnoorZ4tlBSw,He Can't Love U,Jagged Edge,66,1645091,"('atl hip hop', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary')",J.E. Heartbreak,57,0.721,0.836,-3.972,126.279,244053
1418,1418,spotify:track:4FTOpNYcGxnQdGNWSxIcio,Soldier (feat. T.I. & Lil' Wayne),Destiny's Child,77,5289556,"('dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary')",Destiny Fulfilled,64,0.878,0.417,-6.799,77.49,325573
1419,1419,spotify:track:5tFDgH6do20IXdSoNBAmXK,I Should Have Cheated,Keyshia Cole,69,2788515,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",The Way It Is,60,0.436,0.533,-4.266,130.768,327693
1420,1420,spotify:track:5cU50IAoAFF7qFWOtdbEjr,I Need a Girl,Trey Songz,75,6294042,"('dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary')",Ready (Deluxe),56,0.602,0.785,-6.129,84.038,214480
1421,1421,spotify:track:6CbcdeTQKj0qTaZTt0xkdk,Happy,Ashanti,74,2282370,"('dance pop', 'hip hop', 'hip pop', 'r&b', 'urban contemporary')",Ashanti,63,0.727,0.515,-6.553,89.488,262227
1422,1422,spotify:track:6TlRNJaezOdzdECnQeRuMM,Bed,J. Holiday,57,1284565,"('bassline', 'contemporary r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",Back Of My Lac',66,0.684,0.606,-7.268,127.901,275107
1423,1423,spotify:track:0JKjqJLo145b1mqA6MnhIl,Do You,Ne-Yo,82,6710301,"('dance pop', 'pop', 'r&b', 'urban contemporary')",Because Of You,58,0.588,0.614,-5.857,121.299,228267
1425,1425,spotify:track:12N23tQKmfGcEO0z8ObwtM,Bad Habits - MEDUZA Remix,Ed Sheeran,97,89949074,"('pop', 'uk pop')",Bad Habits (MEDUZA Remix),72,0.609,0.8,-5.102,126.031,194332
1428,1428,spotify:track:2prnn41CblB8B4yWACDljP,Love Tonight - David Guetta Remix Edit,Shouse,77,52742,"('aussietronica',)",Love Tonight (David Guetta Remix),83,0.621,0.989,-4.225,126.002,158095
1431,1431,spotify:track:7iydGgbqWUwYQNKiUXaoWq,Lovefool - Nicky Romero Remix,twocolors,68,41816,"('dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house')",Lovefool (Nicky Romero Remix),63,0.609,0.798,-3.759,126.137,209500
1432,1432,spotify:track:1pvvg93oaSTKKCUzeEWYwo,24,LP Giobbi,59,13365,"('edm', 'electro house', 'house', 'pop dance')",24,59,0.667,0.98,-4.07,125.995,200000
1433,1433,spotify:track:5bbtc9t6FcerXp732H2XNu,You - Topic Remix,Regard,77,165140,"('dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house')",You (Topic Remix),65,0.733,0.887,-5.601,124.025,157160
1434,1434,spotify:track:7ft8GUKMIuFnH4lueyOTQi,BED - David Guetta Festival Mix,Joel Corry,82,238295,"('dance pop', 'pop', 'pop dance', 'tropical house', 'uk dance')",BED (David Guetta Festival Mix),62,0.687,0.916,-4.311,125.001,235200
1436,1436,spotify:track:5WoBAyXaOnKEfvsZocrPeT,My Humps,Joshwa,58,6572,"('deep groove house', 'funky tech house', 'house', 'uk tech house')",My Humps,71,0.842,0.673,-6.068,128.99,186047
1437,1437,spotify:track:0MmCny6gGuYPM4wT1rqoz3,Something's about to go down,Anti Up,51,20997,"('bass house', 'edm', 'electro house')",Something's about to go down,61,0.768,0.868,-5.245,124.065,215091
1438,1438,spotify:track:5MxKAr6Ui5hQ9TtjdnlmrR,Anywhere With You,Afrojack,77,3779068,"('big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house')",Anywhere With You,71,0.596,0.743,-4.149,125.883,158807
1441,1441,spotify:track:3ZFosXgzvmN6wXs9wTaIxh,By Your Side (feat. Tom Grennan) - Oliver Heldens Remix,Calvin Harris,86,22381917,"('dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance')",By Your Side (feat. Tom Grennan) [Oliver Heldens Remix],63,0.682,0.861,-6.047,124.045,238064
1445,1445,spotify:track:1O5aDl6qjgN80CJJ9JHDgw,The Night (feat. Purple Velvet Curtains),NuBass,45,5834,"('bass house',)",The Night (feat. Purple Velvet Curtains),57,0.869,0.899,-3.984,128.025,171797
1450,1450,spotify:track:2Eq5AMlqaeqg4sunGbHtV2,In My Mind - Joel Corry Remix,Alok,83,10893952,"('electro house', 'pop nacional', 'slap house')",In My Mind (Joel Corry Remix),63,0.653,0.74,-6.063,122.046,184001
1451,1451,spotify:track:4AL1AOOFk7Bqe4XFs8cN86,Don't Speak,Dark Heart,58,4093,(),Don't Speak,59,0.687,0.662,-6.285,122.05,165246
1453,1453,spotify:track:7BxIvkfVSgoUUlDcBVff61,Real Love (feat. Aleyna Tilki),Dillon Francis,69,1075420,"('brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house')",Happy Machine,46,0.738,0.793,-4.313,124.012,135266
1454,1454,spotify:track:2VveodsDiyIi3zcYMDgRx1,Young Forever,Lilly Ahlberg,55,6787,"('scandipop',)",Young Forever,59,0.846,0.637,-7.388,120.997,218294
1455,1455,spotify:track:39CyGsoGoW4yayA731IP4s,We'll Be Dancing Soon,Dimitri Vegas & Like Mike,75,3151886,"('belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house')",We'll Be Dancing Soon,63,0.763,0.853,-4.538,119.958,158312
1456,1456,spotify:track:4YprqLB3jEAlHNOMXEcZtm,Vibe,Mike Candys,67,169565,"('dance pop', 'edm', 'electro house', 'pop dance', 'pop house')",Vibe,67,0.937,0.823,-2.867,126.063,141002
1458,1458,spotify:track:0zqBZqm5czQ3A4EoSdKFHj,Man On The Moon,Alan Walker,85,31879475,"('electro house',)",World Of Walker,79,0.668,0.816,-5.648,129.971,178625
1460,1460,spotify:track:7chO7fuXHHB3nZVjEQMXwx,Oohla Oohla,Tiësto,86,6090266,"('big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house')",Together Again,60,0.694,0.856,-4.937,124.923,143280
1461,1461,spotify:track:4CiWLaMrGQ9CR5j604HyoW,Destination,DLMT,55,24105,"('deep groove house', 'electro house', 'pop edm')",Destination,52,0.779,0.884,-4.074,121.981,185365
1463,1463,spotify:track:1kTlT3phtU2yqTJYT1x6hb,Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,76,322616,"('deep house', 'house', 'tropical house')",Fireworks (feat. Moss Kena & The Knocks),43,0.751,0.764,-5.268,118.026,199705
1464,1464,spotify:track:71H8k9qe7DersxR6KyhUnI,Okay,Nicky Romero,69,2131754,"('big room', 'dance pop', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house')",Okay,62,0.513,0.836,-3.781,124.964,151312
1466,1466,spotify:track:74CkeJ0vYYTdQImnaLy759,Ride With Me (feat. Kid Ink) - Brennan Heart Remix,Tungevaag,72,124029,"('big room', 'dance pop', 'edm', 'electro house', 'nordic house', 'pop dance', 'tropical house')",Ride With Me (feat. Kid Ink) [Brennan Heart Remix],64,0.693,0.864,-4.17,149.998,230400
1467,1467,spotify:track:1evX3NUBE7QujnSmky2ox4,Eyes On You,HUGEL,70,69870,"('dance pop', 'deep house', 'edm', 'electro house', 'house', 'pop dance', 'tropical house')",Eyes On You,59,0.917,0.823,-6.277,124.99,202516
1468,1468,spotify:track:0WNjZebEUjiPEdVqfYjlcZ,Losing My Mind,Majestic,71,37611,"('house', 'pop dance', 'uk dance')",Losing My Mind,61,0.601,0.881,-3.834,125.026,204849
1469,1469,spotify:track:6s3OlLs8Ey8LCol4xaDb6R,Don't Even Know Your Name,The Stickmen Project,59,74441,(),Don't Even Know Your Name,56,0.763,0.804,-3.453,123.982,141842
1471,1471,spotify:track:20McUFi8KCIVdNDLrkTDuZ,Goosebumps,HVME,74,46702,"('slap house',)",Goosebumps,80,0.767,0.659,-7.429,124.946,163208
1472,1472,spotify:track:54Yr0BPkVQ378IeCWnG91Q,Burning (feat. Camden Cox),Eli & Fur,61,71262,"('edm', 'house', 'progressive house', 'tropical house')",Burning (feat. Camden Cox),61,0.67,0.796,-5.832,122.99,186391
1473,1473,spotify:track:1gX4wETtMGvOB7u1proVfj,Call On Me,RAYE,77,466147,"('dance pop', 'edm', 'house', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk dance', 'uk pop')",Call On Me,67,0.582,0.889,-4.386,121.977,194880
1474,1474,spotify:track:1LsoAswipJvPzdcSnoQ46C,I Just Wanna Dance,Coldabank,56,2818,"('deep groove house', 'uk dance')",I Just Wanna Dance,59,0.741,0.914,-5.589,124.984,154905
1477,1477,spotify:track:1LyTeIRYMHPA13p4b02NvV,Naked,Lucas Estrada,67,106663,"('deep house', 'deep pop edm', 'deep tropical house', 'edm', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house')",Naked,57,0.719,0.837,-4.571,123.989,196524
1478,1478,spotify:track:3YOZWCREvKsxhcZNJix5xd,No Fun,Armin van Buuren,78,4015324,"('dutch trance', 'edm', 'pop dance', 'progressive house', 'trance')",No Fun,69,0.731,0.904,-4.774,121.03,130413
1479,1479,spotify:track:4AoUdMZGoPZZQxVFnoVQEl,Love Is Gone (Tiësto Remix),SLANDER,73,332585,"('dubstep', 'edm', 'pop dance')",Love Is Gone (Tiësto Remix),65,0.414,0.765,-3.578,130.105,169846
1480,1480,spotify:track:0KzCNeuMVGXbnMbjX6ilCU,Dopamine (feat. Eyelar),Purple Disco Machine,76,322616,"('deep house', 'house', 'tropical house')",Dopamine (feat. Eyelar),40,0.689,0.797,-5.604,117.982,216092
1481,1481,spotify:track:2CMGiyYO8H8GhPwS73LL13,Somebody To Use,Alesso,78,3734178,"('dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house')",Somebody To Use,68,0.604,0.792,-4.5,119.953,154032
1482,1482,spotify:track:6FRxFke9VsjXmibGgSeKki,Sweet Talker,Years & Years,74,1781403,"('dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house')",Sweet Talker,75,0.429,0.905,-2.93,121.025,176930
1483,1483,spotify:track:5zHRrkIk98Adfqh25kMZFU,Love Me Better (with Shift K3Y & Marc E. Bassy),Dillon Francis,69,1075420,"('brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house')",Love Me Better,60,0.755,0.716,-5.089,124.018,150771
1484,1484,spotify:track:0ieEZjHQO5eq9Uad7opItK,I Was Made,VINAI,69,440560,"('dance pop', 'edm', 'electro house', 'melbourne bounce international', 'pop dance', 'slap house', 'tropical house')",I Was Made,68,0.609,0.85,-3.471,128.006,155399
1485,1485,spotify:track:2Jt8OOQV33kCWJs7ojOCUJ,Good Ones - Joel Corry Remix,Charli XCX,81,2505279,"('art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop')",Good Ones (Joel Corry Remix),64,0.719,0.807,-4.383,124.961,165142
1486,1486,spotify:track:4suOHUdKByW9TMWodgwBKo,Driver Seat,Lady Bee,52,15840,"('bass trap', 'moombahton')",Driver Seat,45,0.729,0.802,-6.363,126.005,144762
1487,1487,spotify:track:7BJvauk2ddcxirw5px8Wfa,Bloodstream,Paradigm,61,2384,"('slap house',)",Bloodstream,57,0.65,0.756,-4.789,126.157,148715
