,artist_name,origin
8741,Mick Harvey,Victoria
8742,Angry Anderson,Victoria
8743,Midnight Juggernauts,Victoria
8744,Vanessa Amorosi,Victoria
8745,Models,Victoria
8746,Daddy Cool,Victoria
8747,Ben Frost,Victoria
8748,Area-7,Victoria
8749,Max Q,Victoria
8750,Kate Alexa,Victoria
8751,Steve Rowe,Victoria
8752,Nomeansno,Victoria
8753,Something for Kate,Victoria
8754,Spectrum,Victoria
8755,Kate DeAraugo,Victoria
8756,Frente!,Victoria
8757,Candice Alley,Victoria
8758,Mandy Kane,Victoria
8759,Ikon,Victoria
8760,Kisschasy,Victoria
8761,Ash Grunwald,Victoria
8762,Emily Williams,Victoria
8763,Clare Bowditch,Victoria
8764,Chris Frangou,Victoria
8765,Pegz,Victoria
8766,Normie Rowe,Victoria
8767,Blood Duster,Victoria
8768,Glenn Richards,Victoria
8769,Robert Racic,Victoria
8770,Jo Jo Zep and The Falcons,Victoria
8771,James Freud,Victoria
8772,Ian Tyson,Victoria
8773,Harrison Craig,Victoria
8774,Gord Bamford,Victoria
8775,The Dingoes,Victoria
8776,True Live,Victoria
8777,TV Rock,Victoria
8778,Bachelor Girl,Victoria
8779,Blueline Medic,Victoria
8780,Rob Mills,Victoria
8781,Jackson Jackson,Victoria
8782,The Ferrets,Victoria
8783,Judith Durham,Victoria
8784,Southern Sons,Victoria
8785,Boom Crash Opera,Victoria
8786,Uncanny X-Men,Victoria
8787,The Primitive Calculators,Victoria
8788,Sophie Koh,Victoria
8789,The Dili All Stars,Victoria
8790,John Sangster,Victoria
8791,Magic Dirt,Victoria
8792,Infusion,Victoria
8793,Superheist,Victoria
8794,Mark Kelson,Victoria
8795,Little Nobody,Victoria
8796,Phil Krokidis,Victoria
8797,Emmanuel Carella,Victoria
8798,Dan Kelly,Victoria
8799,Luke Chable,Victoria
8800,Jason Singh,Victoria
8801,Nick Seymour,Victoria
8802,Jeff Lang,Victoria
8803,F*ck I'm Dead,Victoria
8804,Gang Gajang,Victoria
8805,Mikey Chan,Victoria
8806,The Basics,Victoria
8807,Cosmic Psychos,Victoria
8808,Dreadnaught,Victoria
8809,Art of Fighting,Victoria
8810,British India,Victoria
8811,The Fireballs,Victoria
8812,The Grey Daturas,Victoria
8813,New Buffalo,Victoria
8814,Dallas Crane,Victoria
8815,Stephanie Ashworth,Victoria
8816,Runaway Boys,Victoria
8817,Frankenbok,Victoria
8818,Love Outside Andromeda,Victoria
8819,Madder Lake,Victoria
8820,Pegazus,Victoria
8821,diSEMBOWELMENT,Victoria
8822,Alarum,Victoria
8823,Captain Matchbox Whoopee Band,Victoria
8824,Offcutts,Victoria
8825,Jim Conway,Victoria
8826,The Casanovas,Victoria
8827,Abramelin,Victoria
8828,The Aliens,Victoria
8829,Mantissa,Victoria
8830,Tiddas,Victoria
8831,Kind of Pluto,Victoria
8832,The Moodists,Victoria
8833,Beargarden,Victoria
8834,Lisa Maxwell,Victoria
8835,Gully Platoon,Victoria
8836,Mia Dyson,Victoria
8837,The Lucksmiths,Victoria
8838,The Getaway Plan,Victoria
8839,Bodyjar,Victoria
8840,Brett Garsed,Victoria
8841,Christine Evans,Victoria
8842,Adalita Srsen,Victoria
8843,Sounds Like Chicken,Victoria
8844,Behind Crimson Eyes,Victoria
8845,Gersey,Victoria
8846,The Morning After Girls,Victoria
8847,Dukes of Windsor,Victoria
8848,Chris Frangou's Sound Theory,Victoria
8849,Five Star Prison Cell,Victoria
8850,Synthetic Breed,Victoria
8851,Black Cab,Victoria
8852,Mammal,Victoria
8853,Black Majesty,Victoria
8854,Mondo Rock,Victoria
8855,My Disco,Victoria
8856,HTRK,Victoria
8857,Mark Evans,Victoria
8858,Spazzys,Victoria
8859,Big Scary,Victoria
8860,Mutiny,Victoria
8861,Andrew Keese and The Associates,Victoria
8862,Clagg,Victoria
8863,The Dead Leaves,Victoria
8864,Clann Zú,Victoria
8865,Paramaecium,Victoria
8866,The Meanies,Victoria
8867,Blue King Brown,Victoria
8868,Vanishing Point,Victoria
8869,Eyefear,Victoria
8870,Laura,Victoria
8871,Bird Blobs,Victoria
8872,Slinkee Minx,Victoria
8873,Björn Again,Victoria
8874,Girl Monstar,Victoria
8875,Bomba,Victoria
8876,Souls on Board,Victoria
8877,I'm Talking,Victoria
8878,Cryptal Darkness,Victoria
8879,The Sticks,Victoria
8880,Terrorust,Victoria
8881,The Winston Giles Orchestra,Victoria
8882,InSomnius Dei,Victoria
8883,The Groop,Victoria
8884,Jaime Robbie Reyne and the Paridise Three,Victoria
8885,Sleep Parade,Victoria
8886,Mad Not Madness,Victoria
8887,The Strangers,Victoria
8888,Melbourne Gay and Lesbian Chorus,Victoria
8889,Abrasion,Victoria
8890,FromtheInside,Victoria
8891,The Mullanes,Victoria
8892,The Pink Finks,Victoria
8893,Michael Walsh,Victoria
8894,Immaculate Machine,Victoria
8895,Dayglo Abortions,Victoria
8896,The Go Set,Victoria
8897,Warren Cann,Victoria
8898,Horsell Common,Victoria
8899,Damaged,Victoria
8900,Diane Schuur,Tacoma
8901,The Sonics,Tacoma
8902,Botch,Tacoma
8903,Zeke,Tacoma
8904,Seaweed,Tacoma
8905,Blaine Larsen,Tacoma
8906,Harkonen,Tacoma
8907,Mooncoyne,Tacoma
8908,Bülent Ersoy,Istanbul
8909,Göksel,Istanbul
8910,Hande Yener,Istanbul
8911,Mustafa Sandal,Istanbul
8912,Arto Tunçboyacıyan,Istanbul
8913,Ajda Pekkan,Istanbul
8914,Sibel Can,Istanbul
8915,Ceza,Istanbul
8916,Gripin,Istanbul
8917,Yalin,Istanbul
8918,Gülçin Ergül,Istanbul
8919,Athena,Istanbul
8920,Grup Yorum,Istanbul
8921,Replikas,Istanbul
8922,Almôra,Istanbul
8923,Mor ve Ötesi,Istanbul
8924,Duman,Istanbul
8925,Ailyn,Granada
8926,Estrella Morente,Granada
8927,Los Planetas,Granada
8928,Rosa López,Granada
8929,Traveling Wilburys,Santa Monica
8930,Charlotte Caffey,Santa Monica
8931,Teena Marie,Santa Monica
8932,Blake Schwarzenbach,Santa Monica
8933,The Hues Corporation,Santa Monica
8934,Alfred Weisberg-Roberts,Santa Monica
8935,Cryptic Slaughter,Santa Monica
8936,Gaelic Storm,Santa Monica
8937,Lazlo Bane,Santa Monica
8938,Apollonia Kotero,Santa Monica
8939,Novacaine,Santa Monica
8940,Apocalyptica,Helsinki
8941,Ensiferum,Helsinki
8942,Stratovarius,Helsinki
8943,Hanoi Rocks,Helsinki
8944,Wintersun,Helsinki
8945,Roope Latvala,Helsinki
8946,Mikko Lindström,Helsinki
8947,Amorphis,Helsinki
8948,The 69 Eyes,Helsinki
8949,Mariska,Helsinki
8950,Havoc Unit,Helsinki
8951,Amoral,Helsinki
8952,Linda Brava,Helsinki
8953,Moonsorrow,Helsinki
8954,Ville Sorvali,Helsinki
8955,Henri Sorvali,Helsinki
8956,Husky Rescue,Helsinki
8957,Ajattara,Helsinki
8958,The Rasmus,Helsinki
8959,Kristian Ranta,Helsinki
8960,Anssi Kela,Helsinki
8961,Waltari,Helsinki
8962,Sunrise Avenue,Helsinki
8963,Petri Lindroos,Helsinki
8964,Lackluster,Helsinki
8965,Perttu Kivilaakso,Helsinki
8966,Danny,Helsinki
8967,Mika Pohjola,Helsinki
8968,Lauri Porra,Helsinki
8969,Smack,Helsinki
8970,Hevein,Helsinki
8971,Indica,Helsinki
8972,Kemopetrol,Helsinki
8973,Kaisa Vala,Helsinki
8974,Kirka,Helsinki
8975,Mige Amour,Helsinki
8976,PMMP,Helsinki
8977,End of You,Helsinki
8978,Thunderstone,Helsinki
8979,Kingston Wall,Helsinki
8980,Scandinavian Music Group,Helsinki
8981,Vanity Beach,Helsinki
8982,Iconcrash,Helsinki
8983,Dallas Superstars,Helsinki
8984,Santa Cruz,Helsinki
8985,Poets of the Fall,Helsinki
8986,RinneRadio,Helsinki
8987,Velcra,Helsinki
8988,Rajaton,Helsinki
8989,Private Line,Helsinki
8990,Pepe Deluxé,Helsinki
8991,Lullacry,Helsinki
8992,Slipping Stitches,Helsinki
8993,Lovestone,Helsinki
8994,Live,York
8995,Elliot Minor,York
8996,The Smoke,York
8997,Martie Maguire,York
8998,Ed Kowalczyk,York
8999,Shed Seven,York
9000,Patrick Dahlheimer,York
9001,Hijak Oscar,York
9002,The Batfish Boys,York
9003,Patiparn Pataweekarn,Bangkok
9004,Silly Fools,Bangkok
9005,China Dolls,Bangkok
9006,Big Ass,Bangkok
9007,Bodyslam,Bangkok
9008,Loso,Bangkok
9009,Sakonrat Woraurai,Bangkok
9010,Clash,Bangkok
9011,Fahrenheit,Bangkok
9012,Futon,Bangkok
9013,Pru,Bangkok
9014,The Impossibles,Bangkok
9015,Tarot,Kuopio
9016,Barathrum,Kuopio
9017,Shade Empire,Kuopio
9018,H. Olliver Twisted,Kuopio
9019,Turmion Kätilöt,Kuopio
9020,Paavo Lötjönen,Kuopio
9021,Deathchain,Kuopio
9022,Trollheim's Grott,Kuopio
9023,Boosie Badazz,Baton Rouge
9024,Joe Darensbourg,Baton Rouge
9025,Webbie,Baton Rouge
9026,Randy Jackson,Baton Rouge
9027,Young Bleed,Baton Rouge
9028,Foxx,Baton Rouge
9029,Roxie Dean,Baton Rouge
9030,Vanessa R. Williams,Baton Rouge
9031,Dadamndude,Baton Rouge
9032,Lady Gaga,Yonkers
9033,Steven Tyler,Yonkers
9034,DMX,Yonkers
9035,Jadakiss,Yonkers
9036,Styles P,Yonkers
9037,Sheek Louch,Yonkers
9038,Immolation,Yonkers
9039,Mortician,Yonkers
9040,Bob Dylan,Greenwich Village
9041,Jackson Browne,Greenwich Village
9042,Pete Seeger,Greenwich Village
9043,The Blues Project,Greenwich Village
9044,Tim Rose,Greenwich Village
9045,Roger Penney,Greenwich Village
9046,Jack Hardy,Greenwich Village
9047,Bermuda Triangle Band,Greenwich Village
9048,Jeremy Steig,Greenwich Village
9049,Rod MacDonald,Greenwich Village
9050,Kalmah,Oulu
9051,Catamenia,Oulu
9052,Dawn of Relic,Oulu
9053,Luomo & Raz Ohara,Oulu
9054,Sergei Körleinen,Oulu
9055,For My Pain...,Oulu
9056,Ryan Adams,Raleigh
9057,Alesana,Raleigh
9058,Clay Aiken,Raleigh
9059,Doug Aldrich,Raleigh
9060,The Foreign Exchange,Raleigh
9061,Tift Merritt,Raleigh
9062,Mike Connell,Raleigh
9063,The Connells,Raleigh
9064,The Accelerators,Raleigh
9065,Soulpreacher,Raleigh
9066,Daylight Dies,Raleigh
9067,Annuals,Raleigh
9068,Chatham County Line,Raleigh
9069,Birds of Avalon,Raleigh
9070,The Rosebuds,Raleigh
9071,Whiskeytown,Raleigh
9072,Bowerbirds,Raleigh
9073,The Cherry Valence,Raleigh
9074,Jan Akkerman,Amsterdam
9075,Candy Dulfer,Amsterdam
9076,Don Diablo,Amsterdam
9077,Hans Dulfer,Amsterdam
9078,Kamil Rustam,Amsterdam
9079,2 Unlimited,Amsterdam
9080,André Hazes,Amsterdam
9081,Harry Sacksioni,Amsterdam
9082,Willeke Alberti,Amsterdam
9083,Trijntje Oosterhuis,Amsterdam
9084,De Dijk,Amsterdam
9085,Bettie Serveert,Amsterdam
9086,Johnny Jordaan,Amsterdam
9087,Alice DeeJay,Amsterdam
9088,Edsilia Rombley,Amsterdam
9089,Ann Curless,Amsterdam
9090,Erick E,Amsterdam
9091,Disavowed,Amsterdam
9092,The Ex,Amsterdam
9093,Signe Tollefsen,Amsterdam
9094,Mr. Review,Amsterdam
9095,Voicst,Amsterdam
9096,Panda,Amsterdam
9097,Bauer,Amsterdam
9098,Def P & Beatbusters,Amsterdam
9099,1200 Micrograms,Amsterdam
9100,The Ticket That Exploded,Amsterdam
9101,Max Franken,Amsterdam
9102,Growling Mad Scientists,Amsterdam
9103,Party Animals,Amsterdam
9104,Minimal Compact,Amsterdam
9105,Beaver,Amsterdam
9106,Mind Shelter,Amsterdam
9107,Gone Bald,Amsterdam
9108,Ayumi Hamasaki,Fukuoka
9109,Mika Nakashima,Fukuoka
9110,YUI,Fukuoka
9111,Yukari Tamura,Fukuoka
9112,Misia,Fukuoka
9113,Mariko Shinoda,Fukuoka
9114,Reina Tanaka,Fukuoka
9115,Eri Nobuchika,Fukuoka
9116,Yu~ki,Fukuoka
9117,Kruder & Dorfmeister,Vienna
9118,Mind.In.A.Box,Vienna
9119,Summoning,Vienna
9120,Anton Webern,Vienna
9121,Rainhard Fendrich,Vienna
9122,Bernhard Fleischmann,Vienna
9123,Fawni,Vienna
9124,Peter Wolf,Vienna
9125,Die verbannten Kinder Evas,Vienna
9126,SheSays,Vienna
9127,L'Âme Immortelle,Vienna
9128,Ganymed,Vienna
9129,Dead Soul Tribe,Vienna
9130,Bunny Lake,Vienna
9131,Excuse Me Moses,Vienna
9132,Tosca,Vienna
9133,Ill.Skillz,Vienna
9134,Peace Orchestra,Vienna
9135,Radian,Vienna
9136,Arch Enemy,Halmstad
9137,Roxette,Halmstad
9138,Christopher Amott,Halmstad
9139,Per Gessle,Halmstad
9140,Shining,Halmstad
9141,Spiritual Beggars,Halmstad
9142,Armageddon,Halmstad
9143,Twelvestep,Halmstad
9144,Babylon Zoo,Wolverhampton
9145,The Mighty Lemon Drops,Wolverhampton
9146,Cloven Hoof,Wolverhampton
9147,Passion Star,Wolverhampton
9148,Carina Round,Wolverhampton
9149,Kevin Rowland,Wolverhampton
9150,Đorđe Balašević,Novi Sad
9151,Dara Bubamara,Novi Sad
9152,Griva,Novi Sad
9153,Garavi Sokak,Novi Sad
9154,Laboratorija Zvuka,Novi Sad
9155,Atheist Rap,Novi Sad
9156,Kraljevski Apartman,Novi Sad
9157,Obojeni Program,Novi Sad
9158,Balkan,Novi Sad
9159,Tales of Dark,Novi Sad
9160,Stealers Wheel,Paisley
9161,Paolo Nutini,Paisley
9162,Close Lobsters,Paisley
9163,Kelly Marie,Paisley
9164,Dr. Dre,Compton
9165,N.W.A,Compton
9166,Eazy-E,Compton
9167,Coolio,Compton
9168,The Game,Compton
9169,Keyshia Cole,Compton
9170,MC Ren,Compton
9171,DJ Quik,Compton
9172,Krist Novoselic,Compton
9173,MC Eiht,Compton
9174,Spider Loc,Compton
9175,Keb' Mo',Compton
9176,Dresta,Compton
9177,2nd II None,Compton
9178,B.G. Knocc Out,Compton
9179,H.W.A.,Compton
9180,Guerilla Black,Compton
9181,Tweedy Bird Loc,Compton
9182,King Tee,Compton
9183,Hi-C,Compton
9184,Arabian Prince,Compton
9185,Menajahtwa,Compton
9186,DJ Yella,Compton
9187,Greydon Square,Compton
9188,AMG,Compton
9189,Compton's Most Wanted,Compton
9190,MC Chill,Compton
9191,Kevyn B. Carter,Compton
9192,Andre Manuel,Compton
9193,C.I.A.,Compton
9194,Mausberg,Compton
9195,World Class Wreckin' Cru,Compton
9196,The Fixxers,Compton
9197,Fatboy Slim,Kent
9198,Bill Bruford,Kent
9199,Soft Machine,Kent
9200,Caravan,Kent
9201,Tony Coe,Kent
9202,Kevin Ayers,Kent
9203,Billy Childish,Kent
9204,Lisa Mitchell,Kent
9205,Nitin Sawhney,Kent
9206,Joseph McManners,Kent
9207,Andrea Parker,Kent
9208,Fat Mattress,Kent
9209,Lee Ryan,Kent
9210,GoodBooks,Kent
9211,Judge Dread,Kent
9212,Anthrax,Kent
9213,Ben Mills,Kent
9214,Philip Langridge,Kent
9215,Paul Hartnoll,Kent
9216,Joeyfat,Kent
9217,Guy E. Fletcher,Kent
9218,The Prisoners,Kent
9219,Jairus,Kent
9220,The Six Parts Seven,Kent
9221,xKore,Kent
9222,At the Drive‐In,El Paso
9223,Vikki Carr,El Paso
9224,Sparta,El Paso
9225,Bobby Fuller,El Paso
9226,Cedric Bixler-Zavala,El Paso
9227,Jeff Knight,El Paso
9228,Jim Ward,El Paso
9229,Aerial,El Paso
9230,De Facto,El Paso
9231,Pissing Razors,El Paso
9232,Sleepercar,El Paso
9233,Forgotten Tales,Quebec City
9234,Dahmer,Quebec City
9235,Diane Tell,Quebec City
9236,Gaston Gagnon,Quebec City
9237,Mathieu Soucy,Quebec City
9238,Gorguts,Quebec City
9239,Jean Leclerc,Quebec City
9240,The Suits XL,Quebec City
9241,Mute,Quebec City
9242,François Pérusse,Quebec City
9243,Anthony Kiedis,Hollywood
9244,Belinda Carlisle,Hollywood
9245,Warrant,Hollywood
9246,Metro Station,Hollywood
9247,Charlene,Hollywood
9248,Leif Garrett,Hollywood
9249,Joe Trohman,Hollywood
9250,Rob Affuso,Hollywood
9251,Kevin DuBrow,Hollywood
9252,Nitro,Hollywood
9253,Mark St. John,Hollywood
9254,Neon Cross,Hollywood
9255,Michael Z. Gordon,Hollywood
9256,Murderdolls,Hollywood
9257,Orson,Hollywood
9258,Mixi,Hollywood
9259,The Marketts,Hollywood
9260,Vinnie Chas,Hollywood
9261,Paperboy Jack,Hollywood
9262,The Icarus Line,Hollywood
9263,Chuck Mosley,Hollywood
9264,Ariel Pink,Hollywood
9265,Ara Babajian,Hollywood
9266,The Pandoras,Hollywood
9267,Alan O’Day,Hollywood
9268,Until June,Hollywood
9269,Scotty Emerick,Hollywood
9270,Edan Everly,Hollywood
9271,Aeriel Stiles,Hollywood
9272,Souls of We,Hollywood
9273,Rancid,Albany
9274,Tim Armstrong,Albany
9275,Field Mob,Albany
9276,Falling Up,Albany
9277,A Dream Too Late,Albany
9278,Happy Rhodes,Albany
9279,With Blood Comes Cleansing,Albany
9280,The Send,Albany
9281,Bishop,Albany
9282,Sissel Kyrkjebø,Bergen
9283,Kings of Convenience,Bergen
9284,Gorgoroth,Bergen
9285,Kurt Nilsen,Bergen
9286,Datarock,Bergen
9287,Immortal,Bergen
9288,Burzum,Bergen
9289,Ole Bull,Bergen
9290,Borknagar,Bergen
9291,The Kovenant,Bergen
9292,Taake,Bergen
9293,Helheim,Bergen
9294,Annie,Bergen
9295,Erlend Øye,Bergen
9296,Audrey Horne,Bergen
9297,Sahg,Bergen
9298,Poor Rich Ones,Bergen
9299,Murder by Death,Bloomington
9300,"Defiance, Ohio",Bloomington
9301,Ghost Mice,Bloomington
9302,Hoagy Carmichael,Bloomington
9303,Early Day Miners,Bloomington
9304,Ativin,Bloomington
9305,Impetigo,Bloomington
9306,Chamberlain,Bloomington
9307,Split Lip,Bloomington
9308,Captain Chaos,Bloomington
9309,Antenna,Bloomington
9310,Scorpions,Hanover
9311,Lena Meyer-Landrut,Hanover
9312,Mark Morrison,Hanover
9313,Mercey Brothers,Hanover
9314,Cetu Javu,Hanover
9315,Charlie Clouser,Hanover
9316,Human Fortress,Hanover
9317,Orange Sector,Hanover
9318,Kerli,Estonia
9319,No-Big-Silence,Estonia
9320,Arvo Pärt,Estonia
9321,Vanilla Ninja,Estonia
9322,Vennaskond,Estonia
9323,Metsatöll,Estonia
9324,Lenna Kuurmaa,Estonia
9325,Terminaator,Estonia
9326,Forgotten Sunrise,Estonia
9327,Ultima Thule,Estonia
9328,Singer Vinger,Estonia
9329,Bedwetters,Estonia
9330,Jean Grae,Cape Town
9331,Die Antwoord,Cape Town
9332,Louis Moholo,Cape Town
9333,Kobus!,Cape Town
9334,Abdullah Ibrahim,Cape Town
9335,Hotep Idris Galeta,Cape Town
9336,Freshly Ground,Cape Town
9337,Counterstrike,Cape Town
9338,Tonightwedie,Cape Town
9339,Jesse Jordan Band,Cape Town
9340,Orchestral Manoeuvres in the Dark,Wirral Peninsula
9341,The Rascals,Wirral Peninsula
9342,Jenny Frost,Wirral Peninsula
9343,Alan Gill,Wirral Peninsula
9344,Van Halen,Pasadena
9345,Kim Carnes,Pasadena
9346,Jerry Dixon,Pasadena
9347,Kristinia DeBarge,Pasadena
9348,Ozma,Pasadena
9349,Dan Barrett,Pasadena
9350,Jeff Deyo,Pasadena
9351,Smegma,Pasadena
9352,Primordial Undermind,Pasadena
9353,Squarepusher,Chelmsford
9354,Ceephax Acid Crew,Chelmsford
9355,Harry Judd,Chelmsford
9356,Bon Harris,Chelmsford
9357,Sarah Cracknell,Chelmsford
9358,Fahrenheit 451,Chelmsford
9359,Ailyn,Barcelona
9360,Joan Manuel Serrat,Barcelona
9361,Antonio Orozco,Barcelona
9362,Tete Montoliu,Barcelona
9363,Laura Vall,Barcelona
9364,La Casa Azul,Barcelona
9365,The Pinker Tones,Barcelona
9366,12Twelve,Barcelona
9367,Boredoms,Osaka
9368,Akira Takasaki,Osaka
9369,L'Arc-en-Ciel,Osaka
9370,Galneryus,Osaka
9371,Dir En Grey,Osaka
9372,girugämesh,Osaka
9373,Blood Stain Child,Osaka
9374,Midori,Osaka
9375,Ai Otsuka,Osaka
9376,Janne Da Arc,Osaka
9377,Kobukuro,Osaka
9378,Onmyo-Za,Osaka
9379,Hiram Bullock,Osaka
9380,Hysteric Blue,Osaka
9381,PSY・S,Osaka
9382,Sadie,Osaka
9383,MINMI,Osaka
9384,Hironobu Kageyama,Osaka
9385,Ryo Nishikido,Osaka
9386,樋井明日香,Osaka
9387,Scandal,Osaka
9388,Garlic Boys,Osaka
9389,Rina Aiuchi,Osaka
9390,Takayoshi Ohmura,Osaka
9391,Kanjani Eight,Osaka
9392,Subaru Shibutani,Osaka
9393,S.O.B.,Osaka
9394,Midori Goto,Osaka
9395,Kawabata Makoto,Osaka
9396,Klaha,Osaka
9397,Nagisa ni te,Osaka
9398,Acid Black Cherry,Osaka
9399,PUSHIM,Osaka
9400,By-Sexual,Osaka
9401,Hanatarash,Osaka
9402,HINOIチーム,Osaka
9403,Asuca Hayashi,Osaka
9404,Sadistic Mika Band,Osaka
9405,Minoru Niihara,Osaka
9406,Cross Hard,Osaka
9407,Shinya,Osaka
9408,Yoji Biomehanika,Osaka
9409,Corrupted,Osaka
9410,Flumpool,Osaka
9411,Phantasmagoria,Osaka
9412,ヴィドール,Osaka
9413,Bonobos,Osaka
9414,Blood,Osaka
9415,Sollers Osaka,Osaka
9416,Destroy 2,Osaka
9417,Shantal Méndez,Guadalajara
9418,Maná,Guadalajara
9419,Elán,Guadalajara
9420,Belanova,Guadalajara
9421,María Inés,Guadalajara
9422,La Revolución de Emiliano Zapata,Guadalajara
9423,Porter,Guadalajara
9424,Los Inquietos del Norte,Guadalajara
9425,Petra,Fort Wayne
9426,Joey Allen,Fort Wayne
9427,Amanda Perez,Fort Wayne
9428,Daniel E. Gawthrop,Fort Wayne
9429,Babyface,Indianapolis
9430,Freddie Hubbard,Indianapolis
9431,Dottie Rambo,Indianapolis
9432,Leroy Carr,Indianapolis
9433,Plumb,Indianapolis
9434,The Ink Spots,Indianapolis
9435,J. J. Johnson,Indianapolis
9436,The Reverend Peyton's Big Damn Band,Indianapolis
9437,Amos Easton,Indianapolis
9438,After 7,Indianapolis
9439,Gwen Stacy,Indianapolis
9440,Kevon Edmonds,Indianapolis
9441,The Four Freshmen,Indianapolis
9442,Transmatic,Indianapolis
9443,Margot & The Nuclear So and So's,Indianapolis
9444,Sloppy Seconds,Indianapolis
9445,Scott Leonard,Indianapolis
9446,Demiricous,Indianapolis
9447,The Dream is Dead,Indianapolis
9448,Beata Moon,Indianapolis
9449,Zero Boys,Indianapolis
9450,Year of Desolation,Indianapolis
9451,"Everything, Now!",Indianapolis
9452,Michael Learns to Rock,Aarhus
9453,Kai Winding,Aarhus
9454,Hatesphere,Aarhus
9455,Exmortem,Aarhus
9456,Under byen,Aarhus
9457,Illdisposed,Aarhus
9458,The Burning,Aarhus
9459,LOUDNESS,Japan
9460,Boredoms,Japan
9461,Hyde,Japan
9462,Akira Takasaki,Japan
9463,L'Arc-en-Ciel,Japan
9464,Malice Mizer,Japan
9465,Ghost,Japan
9466,Ikimono-gakari,Japan
9467,Bleach,Japan
9468,The Pillows,Japan
9469,Sigh,Japan
9470,the GazettE,Japan
9471,Hide,Japan
9472,Luna Sea,Japan
9473,Tak Matsumoto,Japan
9474,Maximum the Hormone,Japan
9475,Tomoyasu Hotei,Japan
9476,Acid Mothers Gong,Japan
9477,"Kagrra,",Japan
9478,Ayumi Hamasaki,Japan
9479,Galneryus,Japan
9480,Beat Crusaders,Japan
9481,Sabbat,Japan
9482,Yellow Magic Orchestra,Japan
9483,Schwarz Stein,Japan
9484,Dir En Grey,Japan
9485,Namie Amuro,Japan
9486,Stephanie,Japan
9487,Sugizo,Japan
9488,Merzbow,Japan
9489,Tokyo Ska Paradise Orchestra,Japan
9490,Envy,Japan
9491,Buck-Tick,Japan
9492,Glay,Japan
9493,Orange Range,Japan
9494,Asian Kung-Fu Generation,Japan
9495,Ezo,Japan
9496,Antic Cafe,Japan
9497,Flow,Japan
9498,girugämesh,Japan
9499,Nightmare,Japan
9500,Spitz,Japan
9501,Inoue Kiyonobu,Japan
9502,Blood Stain Child,Japan
9503,Velvet Eden,Japan
9504,Midori,Japan
9505,Judy and Mary,Japan
9506,Kitaro,Japan
9507,cali≠gari,Japan
9508,Versailles,Japan
9509,Kaoru,Japan
9510,Sex Machineguns,Japan
9511,Nana Mizuki,Japan
9512,deathgaze,Japan
9513,Raphael,Japan
9514,Sayuri Ishikawa,Japan
9515,Kra,Japan
9516,Devil Kitty,Japan
9517,Joe Hisaishi,Japan
9518,Gackt,Japan
9519,Nami Tamaki,Japan
9520,Kaori Iida,Japan
9521,Mika Nakashima,Japan
9522,DJ Krush,Japan
9523,YUI,Japan
9524,Arashi,Japan
9525,Tokio,Japan
9526,Ai Otsuka,Japan
9527,Elephant Kashimashi,Japan
9528,Pay Money To My Pain,Japan
9529,Mucc,Japan
9530,Outrage,Japan
9531,Teriyaki Boyz,Japan
9532,The Brilliant Green,Japan
9533,Lindberg,Japan
9534,Morning Musume Tanjō 10 Nen Kinentai,Japan
9535,Flower Travellin' Band,Japan
9536,Risa Niigaki,Japan
9537,Alice Nine,Japan
9538,Tetsuya,Japan
9539,Ai Takahashi,Japan
9540,Anthem,Japan
9541,SADS,Japan
9542,Sakanaction,Japan
9543,Sid,Japan
9544,Fujifabric,Japan
9545,Yurina Kumai,Japan
9546,Melt-Banana,Japan
9547,Ryo Kawakita,Japan
9548,Saki Shimizu,Japan
9549,Mell,Japan
9550,Bump of Chicken,Japan
9551,KAT-TUN,Japan
9552,Speed,Japan
9553,Mr. Children,Japan
9554,Miz,Japan
9555,Saber Tiger,Japan
9556,King Giddra,Japan
9557,Hiroshi Takano,Japan
9558,Pata,Japan
9559,Mana,Japan
9560,Janne Da Arc,Japan
9561,Last Alliance,Japan
9562,Kobukuro,Japan
9563,Koharu Kusumi,Japan
9564,Onmyo-Za,Japan
9565,Hiram Bullock,Japan
9566,Hysteric Blue,Japan
9567,Chatmonchy,Japan
9568,PSY・S,Japan
9569,Misako Uno,Japan
9570,The Gerogerigegege,Japan
9571,12012,Japan
9572,Jinn,Japan
9573,Zard,Japan
9574,BAISER,Japan
9575,High and Mighty Color,Japan
9576,Gallhammer,Japan
9577,9mm Parabellum Bullet,Japan
9578,RSP,Japan
9579,Steady&Co.,Japan
9580,Wise,Japan
9581,Aqua Timez,Japan
9582,SUEMITSU & THE SUEMITH,Japan
9583,Saki Nakajima,Japan
9584,LAREINE,Japan
9585,Straightener,Japan
9586,Sug,Japan
9587,Hotch Potchi,Japan
9588,Maasa Sudou,Japan
9589,noodles,Japan
9590,Boøwy,Japan
9591,SIAM SHADE,Japan
9592,Sambomaster,Japan
9593,Guniw Tools,Japan
9594,THE DEAD P☆P STARS,Japan
9595,Babamania,Japan
9596,Sadie,Japan
9597,Damo Suzuki,Japan
9598,Himuro,Japan
9599,One Ok Rock,Japan
9600,凶音,Japan
9601,Moi dix Mois,Japan
9602,UnsraW,Japan
9603,OOIOO,Japan
9604,Chinami Tokunaga,Japan
9605,Lost Eden,Japan
9606,nil,Japan
9607,Yui Horie,Japan
9608,E.mu,Japan
9609,Yukari Tamura,Japan
9610,Kumi Koda,Japan
