,artist_name,origin
1900,Hunter Valentine,Toronto
1901,Bruce Palmer,Toronto
1902,I Mother Earth,Toronto
1903,Kon Kan,Toronto
1904,The Sadies,Toronto
1905,The Four Lads,Toronto
1906,Jesse F. Keeler,Toronto
1907,Chris Murray,Toronto
1908,The Crew-Cuts,Toronto
1909,Jeff Danna,Toronto
1910,Holy Fuck,Toronto
1911,Jim Cuddy,Toronto
1912,Rheostatics,Toronto
1913,Martin Tielli,Toronto
1914,Thornley,Toronto
1915,FM,Toronto
1916,Aidan Baker,Toronto
1917,Born Ruffians,Toronto
1918,Hemingway Corner,Toronto
1919,Jason Collett,Toronto
1920,Project Wyze,Toronto
1921,Sarina Paris,Toronto
1922,Shane Told,Toronto
1923,Tapps,Toronto
1924,Platinum Blonde,Toronto
1925,Kristine Sa,Toronto
1926,13 Engines,Toronto
1927,Dave Bidini,Toronto
1928,Monster Voodoo Machine,Toronto
1929,Craig Pattison,Toronto
1930,Daniel Adair,Toronto
1931,Vaughn Lal,Toronto
1932,Willie P. Bennett,Toronto
1933,Cauldron,Toronto
1934,Matthew Barber,Toronto
1935,Pilot Speed,Toronto
1936,Amy Sky,Toronto
1937,Frozen Ghost,Toronto
1938,Dala,Toronto
1939,Dave Clark,Toronto
1940,Michael Phillip-Wojewoda,Toronto
1941,Malhavoc,Toronto
1942,Indio,Toronto
1943,The Shuffle Demons,Toronto
1944,Fito Blanko,Toronto
1945,Do Make Say Think,Toronto
1946,Brian Byrne,Toronto
1947,Jay Malinowski,Toronto
1948,Melissa McClelland,Toronto
1949,Elliott Brood,Toronto
1950,By Divine Right,Toronto
1951,Nadja,Toronto
1952,Mudmen,Toronto
1953,Rock Plaza Central,Toronto
1954,Closet Monster,Toronto
1955,Slaughter,Toronto
1956,The Cash Brothers,Toronto
1957,Kill Cheerleader,Toronto
1958,The Arrows,Toronto
1959,Adam Messinger,Toronto
1960,Rhea's Obsession,Toronto
1961,Dead Celebrity Status,Toronto
1962,Meligrove Band,Toronto
1963,The Ghost is Dancing,Toronto
1964,The Black Maria,Toronto
1965,Sheriff,Toronto
1966,The Carnations,Toronto
1967,RyanDan,Toronto
1968,Alta Moda,Toronto
1969,Jon-Rae Fletcher,Toronto
1970,Puddy,Toronto
1971,Major Maker,Toronto
1972,Abdominal,Toronto
1973,Norm Hacking,Toronto
1974,Miles Jones,Toronto
1975,Temperance,Toronto
1976,Tam Doan,Toronto
1977,Buddy Cage,Toronto
1978,Thunderheist,Toronto
1979,Sisters Euclid,Toronto
1980,John Finley,Toronto
1981,Valery Gore,Toronto
1982,Toronto,Toronto
1983,Tim Vesely,Toronto
1984,Luke Fair,Toronto
1985,Sons of Otis,Toronto
1986,Jason Raymond Bunsie,Toronto
1987,DJ Swivel,Toronto
1988,Quartette,Toronto
1989,5th Projekt,Toronto
1990,Deadly Snakes,Toronto
1991,The Golden Dogs,Toronto
1992,Ohbijou,Toronto
1993,DJ JoN-E,Toronto
1994,Enton Mushi,Toronto
1995,Turn Off The Stars,Toronto
1996,Spiral Beach,Toronto
1997,Vivek Shraya,Toronto
1998,Lola Dutronic,Toronto
1999,The Brothers Creeggan,Toronto
2000,The Diableros,Toronto
2001,Hello Operator,Toronto
2002,The Ugly Ducklings,Toronto
2003,Key Witness,Toronto
2004,The Government,Toronto
2005,Horses About Men,Toronto
2006,Urgent,Toronto
2007,Endsville,Toronto
2008,Armed and Hammered,Toronto
2009,Eden Ants,Toronto
2010,Dirty Bird,Toronto
2011,Ubiquitous Synergy Seeker,Toronto
2012,Timothy Luchies-Landertinger,Toronto
2013,The Quits,Toronto
2014,Avril Lavigne,Ontario
2015,Neil Young,Ontario
2016,Rush,Ontario
2017,Alanis Morissette,Ontario
2018,Shania Twain,Ontario
2019,Bryan Adams,Ontario
2020,The Band,Ontario
2021,Geddy Lee,Ontario
2022,Three Days Grace,Ontario
2023,Sum 41,Ontario
2024,Neil Peart,Ontario
2025,Triumph,Ontario
2026,Broken Social Scene,Ontario
2027,Barenaked Ladies,Ontario
2028,Peaches,Ontario
2029,Jeff Healey,Ontario
2030,Tamia,Ontario
2031,Morgan Lander,Ontario
2032,Gordon Lightfoot,Ontario
2033,Richie Hawtin,Ontario
2034,Pat Travers,Ontario
2035,Paul Anka,Ontario
2036,Annihilator,Ontario
2037,Alexisonfire,Ontario
2038,Dallas Green,Ontario
2039,Deborah Cox,Ontario
2040,MSTRKRFT,Ontario
2041,Silverstein,Ontario
2042,Emily Haines,Ontario
2043,Our Lady Peace,Ontario
2044,Tokyo Police Club,Ontario
2045,Fefe Dobson,Ontario
2046,The Tragically Hip,Ontario
2047,Snow,Ontario
2048,Lights,Ontario
2049,Bruce Cockburn,Ontario
2050,Billy Talent,Ontario
2051,Cowboy Junkies,Ontario
2052,Kittie,Ontario
2053,F*cked Up,Ontario
2054,Hawk Nelson,Ontario
2055,Warren Hill,Ontario
2056,Mercedes Lander,Ontario
2057,FM Static,Ontario
2058,Protest the Hero,Ontario
2059,Tara McLeod,Ontario
2060,The Irish Rovers,Ontario
2061,Owen Pallett,Ontario
2062,Kathleen Edwards,Ontario
2063,Helix,Ontario
2064,Saga,Ontario
2065,Alannah Myles,Ontario
2066,Dave Baksh,Ontario
2067,Raine Maida,Ontario
2068,Exciter,Ontario
2069,Serena Ryder,Ontario
2070,The Creepshow,Ontario
2071,Sarah Harmer,Ontario
2072,The Birthday Massacre,Ontario
2073,Dragonette,Ontario
2074,Slik Toxik,Ontario
2075,James LaBrie,Ontario
2076,Don Ross,Ontario
2077,Basia Bulat,Ontario
2078,Barry Stock,Ontario
2079,Die Mannequin,Ontario
2080,Max Webster,Ontario
2081,Eternia,Ontario
2082,Honeymoon Suite,Ontario
2083,The Russian Futurists,Ontario
2084,Mike Turner,Ontario
2085,Glen Drover,Ontario
2086,Great Lake Swimmers,Ontario
2087,Kardinal Offishall,Ontario
2088,Esthero,Ontario
2089,Spoons,Ontario
2090,Keshia Chanté,Ontario
2091,Michelle Wright,Ontario
2092,Leon Redbone,Ontario
2093,Sylvia Tyson,Ontario
2094,Ron Sexsmith,Ontario
2095,Matt Thiessen,Ontario
2096,IllScarlett,Ontario
2097,Bedouin Soundclash,Ontario
2098,Jersey,Ontario
2099,Paul Koehler,Ontario
2100,Skydiggers,Ontario
2101,Jane Child,Ontario
2102,Kevin Hearn,Ontario
2103,John McDermott,Ontario
2104,Jason McCaslin,Ontario
2105,Boys Night Out,Ontario
2106,Treble Charger,Ontario
2107,The Pursuit of Happiness,Ontario
2108,Death from Above 1979,Ontario
2109,Cassie Steele,Ontario
2110,Evans Blue,Ontario
2111,Spookey Ruben,Ontario
2112,Woods of Ypres,Ontario
2113,Harem Scarem,Ontario
2114,Grade,Ontario
2115,The Wilkinsons,Ontario
2116,Martha and the Muffins,Ontario
2117,Tebey,Ontario
2118,Glass Tiger,Ontario
2119,Klaatu,Ontario
2120,Promise,Ontario
2121,Lukas Rossi,Ontario
2122,Rob Baker,Ontario
2123,God Made Me Funky,Ontario
2124,The Mahones,Ontario
2125,Bruce Watson,Ontario
2126,The Diodes,Ontario
2127,Greg Wells,Ontario
2128,Kensington Market,Ontario
2129,Ripped,Ontario
2130,The Flatliners,Ontario
2131,Hollerado,Ontario
2132,Roy Tugbang,Ontario
2133,Paul Langlois,Ontario
2134,Trish Doan,Ontario
2135,Enter the Haggis,Ontario
2136,Absolute Whores,Ontario
2137,The Salads,Ontario
2138,K-os,Ontario
2139,Love You to Death,Ontario
2140,Cauterize,Ontario
2141,Randy Jackson,Ontario
2142,LEN,Ontario
2143,Jane Siberry,Ontario
2144,Arnej,Ontario
2145,Shawn Desman,Ontario
2146,Mychael Danna,Ontario
2147,Amanda Marshall,Ontario
2148,Prairie Oyster,Ontario
2149,Hayden,Ontario
2150,Choclair,Ontario
2151,Dream Warriors,Ontario
2152,Matt Dusk,Ontario
2153,Cajjmere Wray,Ontario
2154,Hugh Dillon,Ontario
2155,Blue Rodeo,Ontario
2156,Maestro,Ontario
2157,Jeremy Fisher,Ontario
2158,Sue Foley,Ontario
2159,Rab Townsend,Ontario
2160,King Khan,Ontario
2161,Parachute Club,Ontario
2162,Brian Melo,Ontario
2163,Edwin,Ontario
2164,Nash the Slash,Ontario
2165,Divine Brown,Ontario
2166,Emm Gryner,Ontario
2167,Belly,Ontario
2168,Moxy,Ontario
2169,Prozzäk,Ontario
2170,Sarah Slean,Ontario
2171,Jeff Martin,Ontario
2172,Cancer Bats,Ontario
2173,Steve Jocz,Ontario
2174,Jason McCoy,Ontario
2175,Stuart Chatwood,Ontario
2176,Jully Black,Ontario
2177,Gordon Downie,Ontario
2178,Shad K.,Ontario
2179,Bruce Palmer,Ontario
2180,Hunter Valentine,Ontario
2181,Hawksley Workman,Ontario
2182,I Mother Earth,Ontario
2183,Kon Kan,Ontario
2184,The Sadies,Ontario
2185,Copperpenny,Ontario
2186,The Four Lads,Ontario
2187,Jesse F. Keeler,Ontario
2188,Neil Sanderson,Ontario
2189,Chris Steele,Ontario
2190,The Crew-Cuts,Ontario
2191,Chris Murray,Ontario
2192,Jeff Danna,Ontario
2193,The Tea Party,Ontario
2194,Jim Guthrie,Ontario
2195,Holy Fuck,Ontario
2196,Eva Avila,Ontario
2197,Family Brown,Ontario
2198,Headstones,Ontario
2199,Jim Cuddy,Ontario
2200,Threat Signal,Ontario
2201,Rheostatics,Ontario
2202,Mercey Brothers,Ontario
2203,Thornley,Ontario
2204,FM,Ontario
2205,Martin Tielli,Ontario
2206,Red Rider,Ontario
2207,Born Ruffians,Ontario
2208,Jeff Burrows,Ontario
2209,Aidan Baker,Ontario
2210,Jason Collett,Ontario
2211,Hemingway Corner,Ontario
2212,Project Wyze,Ontario
2213,Deric Ruttan,Ontario
2214,Sarina Paris,Ontario
2215,Tapps,Ontario
2216,Shane Told,Ontario
2217,Lougarou,Ontario
2218,Gil Grand,Ontario
2219,Junior Boys,Ontario
2220,Dave Bidini,Ontario
2221,Platinum Blonde,Ontario
2222,13 Engines,Ontario
2223,Bryan Webb,Ontario
2224,Constantines,Ontario
2225,Kristine Sa,Ontario
2226,Terry Carisse,Ontario
2227,Tommy Hunter,Ontario
2228,Steve Fox,Ontario
2229,Monster Voodoo Machine,Ontario
2230,Craig Pattison,Ontario
2231,Natalie Appleton,Ontario
2232,Daniel Adair,Ontario
2233,Dan Bryk,Ontario
2234,Pilot Speed,Ontario
2235,Vaughn Lal,Ontario
2236,Matthew Barber,Ontario
2237,Willie P. Bennett,Ontario
2238,Derek R. Audette,Ontario
2239,Cauldron,Ontario
2240,Dave Clark,Ontario
2241,Frozen Ghost,Ontario
2242,Dawud Wharnsby Ali,Ontario
2243,Amy Sky,Ontario
2244,Michael Phillip-Wojewoda,Ontario
2245,Jake Mathews,Ontario
2246,Dala,Ontario
2247,Indio,Ontario
2248,Malhavoc,Ontario
2249,Devon Sproule,Ontario
2250,I Hate Sally,Ontario
2251,The Shuffle Demons,Ontario
2252,Brian Byrne,Ontario
2253,Joey Scarbury,Ontario
2254,Simon Wilcox,Ontario
2255,Sven Gali,Ontario
2256,Royal City,Ontario
2257,Jay Malinowski,Ontario
2258,The Acorn,Ontario
2259,Green Go,Ontario
2260,Do Make Say Think,Ontario
2261,Melissa McClelland,Ontario
2262,Fito Blanko,Ontario
2263,Elliott Brood,Ontario
2264,The Operation,Ontario
2265,One to One,Ontario
2266,By Divine Right,Ontario
2267,The Marble Index,Ontario
2268,Jim Bryson,Ontario
2269,Jason Blaine,Ontario
2270,Amanda Wilkinson,Ontario
2271,Rock Plaza Central,Ontario
2272,Mudmen,Ontario
2273,Nadja,Ontario
2274,Alexy Guerer,Ontario
2275,A Northern Chorus,Ontario
2276,Arise and Ruin,Ontario
2277,Luther Wright and the Wrongs,Ontario
2278,The Cash Brothers,Ontario
2279,Nihilist Spasm Band,Ontario
2280,Norm Michaud,Ontario
2281,Closet Monster,Ontario
2282,Not By Choice,Ontario
2283,Slaughter,Ontario
2284,Kill Cheerleader,Ontario
2285,The Arrows,Ontario
2286,...as the Poets affirm,Ontario
2287,Bob Ezrin,Ontario
2288,Cats Can Fly,Ontario
2289,Flashlight Brown,Ontario
2290,Adam Messinger,Ontario
2291,Dead Celebrity Status,Ontario
2292,Wax Mannequin,Ontario
2293,Southpacific,Ontario
2294,Blackie and the Rodeo Kings,Ontario
2295,Rhea's Obsession,Ontario
2296,Billy Hamilton,Ontario
2297,Meligrove Band,Ontario
2298,Richard Parry,Ontario
2299,Alta Moda,Ontario
2300,Sheriff,Ontario
2301,Moxy Früvous,Ontario
2302,Sector Seven,Ontario
2303,The Ghost is Dancing,Ontario
2304,The Carnations,Ontario
2305,The Black Maria,Ontario
2306,RyanDan,Ontario
2307,Tristan Psionic,Ontario
2308,Shaker,Ontario
2309,The Junction,Ontario
2310,Machete Avenue,Ontario
2311,The Kramdens,Ontario
2312,Major Maker,Ontario
2313,Norm Hacking,Ontario
2314,The Midway State,Ontario
2315,Jon-Rae Fletcher,Ontario
2316,Abdominal,Ontario
2317,Miles Jones,Ontario
2318,Puddy,Ontario
2319,Tyler Kyte,Ontario
2320,Marlee Scott,Ontario
2321,Temperance,Ontario
2322,The Killjoys,Ontario
2323,Adrian Anantawan,Ontario
2324,Tam Doan,Ontario
2325,The Reason,Ontario
2326,Johnny Fay,Ontario
2327,Bec Abbot,Ontario
2328,Buddy Cage,Ontario
2329,Jordan Hastings,Ontario
2330,Matt Brann,Ontario
2331,Shoulder,Ontario
2332,Thunderheist,Ontario
2333,Sisters Euclid,Ontario
2334,Back Alley John,Ontario
2335,Toronto,Ontario
2336,John Finley,Ontario
2337,Valery Gore,Ontario
2338,Steve Negus,Ontario
2339,Serial Joe,Ontario
2340,Tim Vesely,Ontario
2341,Luke Fair,Ontario
2342,Jason Raymond Bunsie,Ontario
2343,Thine Eyes Bleed,Ontario
2344,Sons of Otis,Ontario
2345,DJ Swivel,Ontario
2346,Tom Savage Trio,Ontario
2347,Christine Prankard,Ontario
2348,Brown Brigade,Ontario
2349,Dawn Langstroth,Ontario
2350,Quartette,Ontario
2351,Teenage Head,Ontario
2352,5th Projekt,Ontario
2353,The Gandharvas,Ontario
2354,Attack In Black,Ontario
2355,Jeremy Gara,Ontario
2356,Black Lungs,Ontario
2357,Deadly Snakes,Ontario
2358,Clarknova,Ontario
2359,Emjay,Ontario
2360,Ohbijou,Ontario
2361,Corky and the Juice Pigs,Ontario
2362,DJ JoN-E,Ontario
2363,Siobhan,Ontario
2364,Kate Maki,Ontario
2365,The Golden Dogs,Ontario
2366,Enton Mushi,Ontario
2367,Low Level Flight,Ontario
2368,The Diableros,Ontario
2369,Spiral Beach,Ontario
2370,Lola Dutronic,Ontario
2371,Vivek Shraya,Ontario
2372,Greig Nori,Ontario
2373,The Brothers Creeggan,Ontario
2374,Sean Dalton,Ontario
2375,Turn Off The Stars,Ontario
2376,The Ugly Ducklings,Ontario
2377,Hello Operator,Ontario
2378,Key Witness,Ontario
2379,The Dik Van Dykes,Ontario
2380,Crowe,Ontario
2381,Pantychrist,Ontario
2382,Bobnoxious,Ontario
2383,Elbow Beach Surf Club,Ontario
2384,Nocore,Ontario
2385,The Aldous Huxters,Ontario
2386,Urgent,Ontario
2387,NOT digital,Ontario
2388,Endsville,Ontario
2389,Cuff the Duke,Ontario
2390,Horses About Men,Ontario
2391,The Government,Ontario
2392,Eden Ants,Ontario
2393,Derek Sharp,Ontario
2394,Dirty Bird,Ontario
2395,Armed and Hammered,Ontario
2396,Richard Laviolette,Ontario
2397,Ali Matthews,Ontario
2398,Legion of Green Men,Ontario
2399,Tanglefoot,Ontario
2400,Winter Equinox,Ontario
2401,The Shaftmen,Ontario
2402,The Mark Inside,Ontario
2403,After the Anthems,Ontario
2404,7th Reign,Ontario
2405,Ubiquitous Synergy Seeker,Ontario
2406,The Quits,Ontario
2407,Timothy Luchies-Landertinger,Ontario
2408,Nine Inch Nails,Cleveland
2409,Tracy Chapman,Cleveland
2410,Joe Walsh,Cleveland
2411,Bone Thugs-N-Harmony,Cleveland
2412,James Gang,Cleveland
2413,Chimaira,Cleveland
2414,Flesh-N-Bone,Cleveland
2415,Marc Cohn,Cleveland
2416,Mushroomhead,Cleveland
2417,Filter,Cleveland
2418,Layzie Bone,Cleveland
2419,Eric Singer,Cleveland
2420,Krayzie Bone,Cleveland
2421,Nine Inch Nails: Live,Cleveland
2422,Gerald Levert,Cleveland
2423,The Moonglows,Cleveland
2424,Shelly West,Cleveland
2425,Nox Arcana,Cleveland
2426,Pat Torpey,Cleveland
2427,Pere Ubu,Cleveland
2428,Wish Bone,Cleveland
2429,Dazz Band,Cleveland
2430,Bone Brothers,Cleveland
2431,M.C. Brains,Cleveland
2432,Ken Peplowski,Cleveland
2433,Megan McCauley,Cleveland
2434,Jim Brickman,Cleveland
2435,Freddy Martin,Cleveland
2436,Joshua Radin,Cleveland
2437,Cheri Dennis,Cleveland
2438,LSG,Cleveland
2439,Brandtson,Cleveland
2440,Dave Douglas,Cleveland
2441,Switched,Cleveland
2442,Integrity,Cleveland
2443,Tadd Dameron,Cleveland
2444,Neil Zaza,Cleveland
2445,Cleveland Orchestra,Cleveland
2446,Anthony Burger,Cleveland
2447,Raz-B,Cleveland
2448,Ringworm,Cleveland
2449,Peter Laughner,Cleveland
2450,The Outsiders,Cleveland
2451,Michael Stanley,Cleveland
2452,Keelhaul,Cleveland
2453,Eric Ewazen,Cleveland
2454,Cleveland Quartet,Cleveland
2455,Scott Savol,Cleveland
2456,The Alter Boys,Cleveland
2457,The GC5,Cleveland
2458,Gypsy Parade,Cleveland
2459,Rocket From the Tombs,Cleveland
2460,Scorpions,Germany
2461,Rammstein,Germany
2462,Ludwig van Beethoven,Germany
2463,Nico,Germany
2464,Kraftwerk,Germany
2465,Helloween,Germany
2466,Accept,Germany
2467,Tangerine Dream,Germany
2468,Kreator,Germany
2469,ATB,Germany
2470,Milli Vanilli,Germany
2471,Tokio Hotel,Germany
2472,Markus Schulz,Germany
2473,Nena,Germany
2474,Modern Talking,Germany
2475,KMFDM,Germany
2476,Blind Guardian,Germany
2477,Alphaville,Germany
2478,Atari Teenage Riot,Germany
2479,Cosmic Gate,Germany
2480,CAN,Germany
2481,Cluster,Germany
2482,Bad Boys Blue,Germany
2483,Digitalism,Germany
2484,Neu!,Germany
2485,Richard Strauss,Germany
2486,Angela Gossow,Germany
2487,Sandra,Germany
2488,David Garrett,Germany
2489,Sandra Nasic,Germany
2490,Guano Apes,Germany
2491,Destruction,Germany
2492,Booka Shade,Germany
2493,Avantasia,Germany
2494,Sodom,Germany
2495,Ash Ra Tempel,Germany
2496,Equilibrium,Germany
2497,Nina Hagen,Germany
2498,Hans Zimmer,Germany
2499,Enigma,Germany
2500,Paul Kalkbrenner,Germany
2501,Klaus Doldinger,Germany
2502,Unheilig,Germany
2503,Die Krupps,Germany
2504,Lisa Middelhauve,Germany
2505,Wilhelm Kempff,Germany
2506,Seeed,Germany
2507,Qntal,Germany
2508,:wumpscut:,Germany
2509,Hansi Kürsch,Germany
2510,Udo Dirkschneider,Germany
2511,Amon Düül II,Germany
2512,Cascada,Germany
2513,Die Toten Hosen,Germany
2514,Graveworm,Germany
2515,Ellen Allien,Germany
2516,Holger Czukay,Germany
2517,Eloy,Germany
2518,Marcus Siepen,Germany
2519,Tankard,Germany
2520,Schiller,Germany
2521,Sabrina Setlur,Germany
2522,Tanita Tikaram,Germany
2523,Eisbrecher,Germany
2524,Grave Digger,Germany
2525,King Khan,Germany
2526,Modeselektor,Germany
2527,Klaus Schulze,Germany
2528,Running Wild,Germany
2529,Edguy,Germany
2530,Propaganda,Germany
2531,Leaves' Eyes,Germany
2532,Warlock,Germany
2533,Seventh Avenue,Germany
2534,Falkenbach,Germany
2535,Hans-Joachim Roedelius,Germany
2536,Thomas Anders,Germany
2537,Bert Kaempfert,Germany
2538,Berlin Philharmonic Orchestra,Germany
2539,Blank & Jones,Germany
2540,Tarkan,Germany
2541,Taco,Germany
2542,Lena Meyer-Landrut,Germany
2543,Herbert Grönemeyer,Germany
2544,Knorkator,Germany
2545,Sasha,Germany
2546,Till Lindemann,Germany
2547,Peter Schilling,Germany
2548,Bonfire,Germany
2549,Peter Maffay,Germany
2550,Gentleman,Germany
2551,Reinhard Mey,Germany
2552,Xavier Naidoo,Germany
2553,Bap,Germany
2554,Farin Urlaub,Germany
2555,Klaus Nomi,Germany
2556,Sopor Aeternus & The Ensemble of Shadows,Germany
2557,E Nomine,Germany
2558,Theo Jörgensmann,Germany
2559,Gamma Ray,Germany
2560,Tom Angelripper,Germany
2561,Conrad Schnitzler,Germany
2562,OOMPH!,Germany
2563,Pink Cream 69,Germany
2564,Herman Rarebell,Germany
2565,van Canto,Germany
2566,The Ocean,Germany
2567,Jan Jelinek,Germany
2568,Armageddon Dildos,Germany
2569,Rage,Germany
2570,In Strict Confidence,Germany
2571,Music Instructor,Germany
2572,Overground,Germany
2573,Carolyn Breuer,Germany
2574,Monrose,Germany
2575,Dew-Scented,Germany
2576,Holy Moses,Germany
2577,Chicks on Speed,Germany
2578,Henry Busse,Germany
2579,Dark Age,Germany
2580,Mystic Prophecy,Germany
2581,Xandria,Germany
2582,Royal TS,Germany
2583,Evereve,Germany
2584,Camouflage,Germany
2585,Funker Vogt,Germany
2586,Silent Force,Germany
2587,Powerwolf,Germany
2588,Frank Hassas,Germany
2589,Kyau & Albert,Germany
2590,Die Apokalyptischen Reiter,Germany
2591,Necrophagist,Germany
2592,Tiefschwarz,Germany
2593,The Whitest Boy Alive,Germany
2594,Neaera,Germany
2595,Absurd,Germany
2596,Wolfchant,Germany
2597,Die Happy,Germany
2598,Eisregen,Germany
2599,Stormwarrior,Germany
2600,Liquido,Germany
2601,Fleshcrawl,Germany
2602,Wizard,Germany
2603,Savage Circus,Germany
2604,Lacrimosa,Germany
2605,X-Fusion,Germany
2606,Jam & Spoon,Germany
2607,Tsatthoggua,Germany
2608,Cobra Killer,Germany
2609,Desaster,Germany
2610,Agathodaimon,Germany
2611,Dark Fortress,Germany
2612,Corvus Corax,Germany
2613,Samsas Traum,Germany
2614,Sinner,Germany
2615,At Vance,Germany
2616,Freedom Call,Germany
2617,Feindflug,Germany
2618,Von Thronstahl,Germany
2619,Secrets of the Moon,Germany
2620,Endstille,Germany
2621,Orplid,Germany
2622,Helrunar,Germany
2623,Dorn,Germany
2624,Nargaroth,Germany
2625,Adorned Brood,Germany
2626,Darkened Nocturn Slaughtercult,Germany
2627,Dark Suns,Germany
2628,Fifty50,Germany
2629,Alec Empire,Germany
2630,Lorenzo Ferrero,Germany
2631,Ute Lemper,Germany
2632,Uwe Schmidt,Germany
2633,Jeanette Biedermann,Germany
2634,Bushido,Germany
2635,Amber,Germany
2636,Ayọ,Germany
2637,Klaus Badelt,Germany
2638,Böhse Onkelz,Germany
2639,Gil Ofarim,Germany
2640,Sido,Germany
2641,Stefan Raab,Germany
2642,Die Ärzte,Germany
2643,Oliver Riedel,Germany
2644,Jessica Wahls,Germany
2645,London Boys,Germany
2646,Sascha Konietzko,Germany
2647,Christopher Franke,Germany
2648,Oliver Lieb,Germany
2649,No Angels,Germany
2650,Sha,Germany
2651,Atrocity,Germany
2652,Die Flippers,Germany
2653,Axel Zwingenberger,Germany
2654,Fler,Germany
2655,Rea Garvey,Germany
2656,Peter Baumann,Germany
2657,Reamonn,Germany
2658,Maloy Lozanes,Germany
2659,Bruno Kramm,Germany
2660,Alexis,Germany
2661,Real McCoy,Germany
2662,Wise Guys,Germany
2663,Vanessa Petruo,Germany
2664,Annett Louisan,Germany
2665,Jerome Froese,Germany
2666,Beatsteaks,Germany
2667,Alexander Klaws,Germany
2668,Pole,Germany
2669,Nevio Passaro,Germany
2670,Brooklyn Bounce,Germany
2671,Mathis Mootz,Germany
2672,Joy Denalane,Germany
2673,In Extremo,Germany
2674,Aydo Abay,Germany
2675,Cassandra Steen,Germany
2676,Slapp Happy,Germany
2677,X-Marks the Pedwalk,Germany
2678,Fools Garden,Germany
2679,Daniela Katzenberger,Germany
2680,Conny Plank,Germany
2681,Sandy Mölling,Germany
2682,Cetu Javu,Germany
2683,Culcha Candela,Germany
2684,Deichkind,Germany
2685,Project Pitchfork,Germany
2686,Ulrich Schnauss,Germany
2687,Heinz,Germany
2688,Die Fantastischen Vier,Germany
2689,The BossHoss,Germany
2690,Bjørn Lynne,Germany
2691,Mouse on Mars,Germany
2692,Wir sind Helden,Germany
2693,Markus Grosskopf,Germany
2694,Silver Convention,Germany
2695,Clara Hill,Germany
2696,Eureka,Germany
2697,Ben,Germany
2698,Mike Mareen,Germany
2699,Gracia,Germany
2700,Nadja Benaissa,Germany
2701,Clueso,Germany
2702,Curse,Germany
2703,Jammin' Unit,Germany
2704,Mark Medlock,Germany
2705,Muhabbet,Germany
2706,Claudia Brücken,Germany
2707,Love Is Colder Than Death,Germany
2708,Barbara Morgenstern,Germany
2709,Darkseed,Germany
2710,Andreas Frege,Germany
2711,Rollergirl,Germany
2712,Agitation Free,Germany
2713,Tobias Regner,Germany
2714,H-Blockx,Germany
2715,Nicki,Germany
2716,Jan Delay,Germany
2717,Cinema Bizarre,Germany
2718,Gary D.,Germany
2719,Triumvirat,Germany
2720,Birth Control,Germany
2721,EC8OR,Germany
2722,Blumentopf,Germany
2723,La Bouche,Germany
2724,Faust,Germany
2725,Guenter Schulz,Germany
2726,Snap!,Germany
2727,Eberhard Weber,Germany
2728,SCHMIDT,Germany
2729,Dr. Ring-Ding,Germany
2730,Peter Fox,Germany
2731,Cosmo Klein,Germany
2732,Azad,Germany
2733,Caliban,Germany
2734,Oliver Palotai,Germany
2735,Groove Coverage,Germany
2736,Max Herre,Germany
2737,Just Music,Germany
2738,Deutsch-Amerikanische Freundschaft,Germany
2739,Sara Noxx,Germany
2740,Silbermond,Germany
2741,Anna Depenbusch,Germany
2742,Primal Fear,Germany
2743,Pamela Spence,Germany
2744,Heaven Shall Burn,Germany
2745,Elli,Germany
2746,Asche,Germany
2747,Judith Lefeber,Germany
2748,Mousse T.,Germany
2749,Harald Blüchel,Germany
2750,Da Hool,Germany
2751,Ed Kuepper,Germany
2752,U96,Germany
2753,Carsten Bohn,Germany
2754,Megaherz,Germany
2755,O-Jay,Germany
2756,Das Ich,Germany
2757,Marian Gold,Germany
2758,Kai Tracid,Germany
2759,Axxis,Germany
2760,Hila Bronstein,Germany
2761,Mark Ashley,Germany
2762,Panik,Germany
2763,Gerhard Gundermann,Germany
2764,Isolée,Germany
2765,Maximilian Mutzke,Germany
2766,Stefan Eichinger,Germany
2767,Arovane,Germany
2768,Planningtorock,Germany
2769,To Rococo Rot,Germany
2770,Girls Under Glass,Germany
2771,H. P. Baxxter,Germany
2772,Synapscape,Germany
2773,Special D.,Germany
2774,Judith Holofernes,Germany
2775,Mani Neumeier,Germany
2776,Tarwater,Germany
2777,Brainstorm,Germany
2778,Deine Lakaien,Germany
2779,Xmal Deutschland,Germany
2780,Noisex,Germany
2781,Dance or Die,Germany
2782,Sash!,Germany
2783,Us5,Germany
2784,And.Ypsilon,Germany
2785,Disbelief,Germany
2786,Paragon,Germany
2787,Vanden Plas,Germany
2788,Marcus Brosch,Germany
2789,Rennie Hatzke,Germany
2790,Paso Doble,Germany
2791,Croc Shop,Germany
2792,Söhne Mannheims,Germany
2793,Sieges Even,Germany
2794,Tocotronic,Germany
2795,Obscura,Germany
2796,Jennifer Rostock,Germany
2797,Miland Petrozza,Germany
2798,Palais Schaumburg,Germany
2799,Moebius & Plank,Germany
2800,Gods of Blitz,Germany
2801,ASP,Germany
2802,Funky Diamonds,Germany
2803,Toby Gad,Germany
2804,Hans Söllner,Germany
2805,Eric Fish,Germany
2806,The Underdog Project,Germany
2807,Human Fortress,Germany
2808,Wotan Wilke Möhring,Germany
